voice,Time_s,Intensity_dB
1,209.038573,65.397255
1,209.04924,67.231987
1,209.059906,69.384506
1,209.070573,71.111725
1,209.08124,71.847618
1,209.091906,71.467461
1,209.102573,70.037224
1,209.11324,67.452667
1,209.123906,65.261826
1,209.134573,66.078018
1,209.14524,67.986382
1,209.155906,69.095818
1,209.166573,69.272202
1,209.17724,68.941956
1,209.187906,68.259331
1,209.198573,67.697487
1,209.20924,67.377632
1,209.219906,66.663223
1,209.230573,65.480827
1,209.24124,67.782829
1,209.251906,73.217232
1,209.262573,76.095963
1,209.27324,76.361
1,209.283906,75.422119
1,209.294573,74.57753
1,209.30524,73.868462
1,209.315906,73.078781
1,209.326573,71.59362
1,209.33724,68.67009
1,209.347906,65.656059
1,209.358573,64.728477
1,209.36924,64.383316
1,209.379906,64.206291
1,209.390573,64.187302
1,209.40124,64.204811
1,209.411906,64.410034
1,209.422573,66.347641
1,209.43324,70.128464
1,209.443906,73.064255
1,209.454573,74.379875
1,209.46524,74.680199
1,209.475906,74.643318
1,209.486573,74.580002
1,209.49724,74.657036
1,209.507906,74.983093
1,209.518573,75.476372
1,209.52924,75.816719
1,209.539906,75.594627
1,209.550573,74.652649
1,209.56124,73.042496
1,209.571906,70.187431
1,209.582573,65.117188
1,209.59324,57.618179
1,209.603906,50.19265
1,209.614573,43.887711
1,209.62524,38.91111
1,209.635906,46.442432
1,209.646573,56.2985
1,209.65724,61.407909
1,209.667906,63.747265
1,209.678573,66.011665
1,209.68924,67.448067
1,209.699906,67.565155
1,209.710573,67.371315
1,209.72124,67.261742
1,209.731906,66.749168
1,209.742573,65.441742
1,209.75324,62.296196
1,209.763906,56.867455
1,209.774573,56.8368
1,209.78524,61.270103
1,209.795906,62.956532
1,209.806573,65.085571
1,209.81724,71.03624
1,209.827906,75.477135
1,209.838573,77.838448
1,209.84924,78.812141
1,209.859906,79.225975
1,209.870573,79.211647
1,209.88124,78.664093
1,209.891906,77.908966
1,209.902573,76.941574
1,209.91324,74.882431
1,209.923906,70.81694
1,209.934573,64.789268
1,209.94524,59.988091
1,209.955906,60.685947
1,209.966573,61.454899
1,209.97724,60.550678
1,209.987906,61.415493
1,209.998573,63.391499
1,210.00924,64.287857
1,210.019906,64.157524
1,210.030573,63.394993
1,210.04124,62.880074
1,210.051906,62.922409
1,210.062573,62.282433
1,210.07324,61.285995
1,210.083906,60.842316
1,210.094573,59.134178
1,210.10524,55.777401
1,210.115906,52.639412
1,210.126573,50.912968
1,210.13724,53.379944
1,210.147906,61.055168
1,210.158573,66.942223
1,210.16924,70.926674
1,210.179906,73.730118
1,210.190573,75.599297
1,210.20124,76.397171
1,210.211906,76.47245
1,210.222573,76.247704
1,210.23324,75.614746
1,210.243906,74.685364
1,210.254573,73.654305
1,210.26524,72.659561
1,210.275906,71.866165
1,210.286573,70.868797
1,210.29724,68.825577
1,210.307906,66.003136
1,210.318573,64.74572
1,210.32924,64.773033
1,210.339906,64.750984
1,210.350573,64.30851
1,210.36124,63.397129
1,210.371906,63.060772
1,210.382573,64.72361
1,210.39324,68.25808
1,210.403906,72.518967
1,210.414573,76.065994
1,210.42524,78.166885
1,210.435906,79.149963
1,210.446573,79.895241
1,210.45724,80.373077
1,210.467906,80.750954
1,210.478573,80.921303
1,210.48924,80.858086
1,210.499906,80.561768
1,210.510573,79.647011
1,210.52124,77.577576
1,210.531906,73.617233
1,210.542573,66.841492
1,210.55324,58.072304
1,210.563906,51.811356
1,210.574573,48.254353
1,210.58524,54.556931
1,210.595906,61.158154
1,210.606573,64.819038
1,210.61724,65.634644
1,210.627906,64.973854
1,210.638573,64.261948
1,210.64924,63.39027
1,210.659906,62.01532
1,210.670573,60.095341
1,210.68124,61.462734
1,210.691906,63.994366
1,210.702573,64.63073
1,210.71324,64.014206
1,210.723906,63.326256
1,210.734573,63.238697
1,210.74524,63.681438
1,210.755906,64.567848
1,210.766573,65.654922
1,210.77724,66.587311
1,210.787906,67.262871
1,210.798573,67.776237
1,210.80924,68.235695
1,210.819906,68.622314
1,210.830573,68.97274
1,210.84124,69.371246
1,210.851906,69.757607
1,210.862573,70.169952
1,210.87324,70.75898
1,210.883906,72.044357
1,210.894573,73.536453
1,210.90524,74.071846
1,210.915906,73.763519
1,210.926573,73.598785
1,210.93724,73.549614
1,210.947906,73.505028
1,210.958573,73.580956
1,210.96924,73.646317
1,210.979906,73.739777
1,210.990573,73.739548
1,211.00124,73.639618
1,211.011906,73.370438
1,211.022573,72.864182
1,211.03324,72.293472
1,211.043906,71.730576
1,211.054573,71.164696
1,211.06524,70.848053
1,211.075906,70.966599
1,211.086573,71.167511
1,211.09724,71.164116
1,211.107906,70.720886
1,211.118573,69.482315
1,211.12924,67.08683
1,211.139906,63.920059
1,211.150573,62.425304
1,211.16124,63.766735
1,211.171906,66.699776
1,211.182573,69.594307
1,211.19324,71.093399
1,211.203906,70.947037
1,211.214573,70.326057
1,211.22524,70.836243
1,211.235906,71.95813
1,211.246573,72.68058
1,211.25724,72.705261
1,211.267906,72.453087
1,211.278573,71.483383
1,211.28924,69.260437
1,211.299906,67.558144
1,211.310573,66.973457
1,211.32124,67.172493
1,211.331906,68.801338
1,211.342573,68.840935
1,211.35324,70.118065
1,211.363906,72.917778
1,211.374573,74.498596
1,211.38524,75.475365
1,211.395906,75.893539
1,211.406573,76.112366
1,211.41724,76.203377
1,211.427906,76.066216
1,211.438573,75.812447
1,211.44924,75.347351
1,211.459906,74.329613
1,211.470573,72.000069
1,211.48124,67.634048
1,211.491906,61.251301
1,211.502573,54.631905
1,211.51324,52.15728
1,211.523906,50.447182
1,211.534573,51.381516
1,211.54524,51.844002
1,211.555906,47.991753
1,211.566573,47.218525
1,211.57724,47.263069
1,211.587906,46.197178
1,211.598573,51.00341
1,211.60924,59.204227
1,211.619906,66.60778
1,211.630573,71.625107
1,211.64124,74.415375
1,211.651906,75.500687
1,211.662573,75.500122
1,211.67324,74.836037
1,211.683906,73.828079
1,211.694573,72.532166
1,211.70524,70.575905
1,211.715906,67.214371
1,211.726573,61.597183
1,211.73724,54.097462
1,211.747906,54.938263
1,211.758573,61.327892
1,211.76924,63.73653
1,211.779906,65.484146
1,211.790573,68.735069
1,211.80124,69.63913
1,211.811906,67.568436
1,211.822573,62.394001
1,211.83324,54.93586
1,211.843906,50.824997
1,211.854573,48.298378
1,211.86524,44.578697
1,211.875906,43.941486
1,211.886573,50.208382
1,211.89724,57.785885
1,211.907906,60.930134
1,211.918573,60.807049
1,211.92924,59.258579
1,211.939906,59.312641
1,211.950573,63.618137
1,211.96124,67.847069
1,211.971906,70.665016
1,211.982573,72.495438
1,211.99324,73.568787
1,212.003906,73.756447
1,212.014573,73.070526
1,212.02524,72.097115
1,212.035906,71.092194
1,212.046573,69.786346
1,212.05724,67.843224
1,212.067906,65.46833
1,212.078573,63.5602
1,212.08924,62.461315
1,212.099906,62.296719
1,212.110573,63.143913
1,212.12124,64.341255
1,212.131906,64.97197
1,212.142573,64.864395
1,212.15324,63.83783
1,212.163906,61.896481
1,212.174573,60.598305
1,212.18524,60.304646
1,212.195906,60.197086
1,212.206573,60.18668
1,212.21724,60.482746
1,212.227906,61.970119
1,212.238573,64.277878
1,212.24924,65.355522
1,212.259906,64.787445
1,212.270573,62.617455
1,212.28124,59.623814
1,212.291906,58.410404
1,212.302573,57.943573
1,212.31324,57.105801
1,212.323906,55.844334
1,212.334573,55.108826
1,212.34524,54.917538
1,212.355906,54.726212
1,212.366573,55.129791
1,212.37724,55.280346
1,212.387906,54.851849
1,212.398573,54.340172
1,212.40924,54.014194
1,212.419906,54.023308
1,212.430573,54.016464
1,212.44124,57.273964
1,212.451906,63.450569
1,212.462573,66.994102
1,212.47324,68.280418
1,212.483906,68.199005
1,212.494573,67.52784
1,212.50524,67.02887
1,212.515906,66.54467
1,212.526573,65.370903
1,212.53724,63.128311
1,212.547906,60.659039
1,212.558573,59.647617
1,212.56924,59.991119
1,212.579906,61.027298
1,212.590573,62.922485
1,212.60124,65.032936
1,212.611906,66.560913
1,212.622573,67.345993
1,212.63324,67.530159
1,212.643906,67.497162
1,212.654573,67.416054
1,212.66524,67.034538
1,212.675906,66.40992
1,212.686573,66.249123
1,212.69724,66.951851
1,212.707906,67.895576
1,212.718573,68.478134
1,212.72924,68.374184
1,212.739906,67.654602
1,212.750573,66.610321
1,212.76124,65.334694
1,212.771906,63.974525
1,212.782573,63.014927
1,212.79324,62.62368
1,212.803906,62.36224
1,212.814573,61.958126
1,212.82524,61.103416
1,212.835906,59.468929
1,212.846573,56.955059
1,212.85724,54.744034
1,212.867906,54.142517
1,212.878573,53.903557
1,212.88924,52.961868
1,212.899906,51.670609
1,212.910573,52.464069
1,212.92124,54.712479
1,212.931906,57.421524
1,212.942573,59.68763
1,212.95324,60.932346
1,212.963906,61.712971
1,212.974573,61.629826
1,212.98524,62.535114
1,212.995906,64.578636
1,213.006573,64.38253
1,213.01724,62.305771
1,213.027906,60.401901
1,213.038573,60.231331
1,213.04924,60.509804
1,213.059906,59.931999
1,213.070573,59.521862
1,213.08124,58.534626
1,213.091906,57.681622
1,213.102573,55.762653
1,213.11324,52.747292
1,213.123906,49.964046
1,213.134573,47.857964
1,213.14524,46.294582
1,213.155906,44.54763
1,213.166573,44.177933
1,213.17724,45.707264
1,213.187906,45.373749
1,213.198573,41.09317
1,213.20924,37.509995
1,213.219906,39.042389
1,213.230573,38.868057
1,213.24124,37.665352
1,213.251906,39.200047
1,213.262573,39.551205
1,213.27324,38.843536
1,213.283906,40.759308
1,213.294573,40.155479
1,213.30524,39.478687
1,213.315906,40.977581
1,213.326573,40.616459
1,213.33724,39.814312
1,213.347906,40.26741
1,213.358573,40.409492
1,213.36924,39.809601
1,213.379906,39.66988
1,213.390573,40.403992
1,213.40124,40.446705
1,213.411906,39.502171
1,213.422573,39.219757
1,213.43324,39.675465
1,213.443906,39.215282
1,213.454573,38.035236
1,213.46524,36.460594
1,213.475906,34.888294
1,213.486573,32.606533
1,213.49724,33.672131
1,213.507906,36.148224
1,213.518573,35.855232
1,213.52924,36.95134
1,213.539906,39.859219
1,213.550573,43.026646
1,213.56124,46.225407
1,213.571906,48.125568
1,213.582573,57.712902
1,213.59324,65.942253
1,213.603906,69.03196
1,213.614573,67.413704
1,213.62524,64.52417
1,213.635906,66.417313
1,213.646573,67.60704
1,213.65724,68.525414
1,213.667906,69.863022
1,213.678573,71.497017
1,213.68924,72.927765
1,213.699906,73.596451
1,213.710573,73.669304
1,213.72124,73.629181
1,213.731906,73.347275
1,213.742573,72.881546
1,213.75324,72.471733
1,213.763906,72.08963
1,213.774573,71.715416
1,213.78524,71.094398
1,213.795906,69.767929
1,213.806573,67.354912
1,213.81724,65.003029
1,213.827906,64.547203
1,213.838573,64.757195
1,213.84924,64.798119
1,213.859906,64.621719
1,213.870573,65.402779
1,213.88124,69.082146
1,213.891906,73.542038
1,213.902573,76.433868
1,213.91324,77.458282
1,213.923906,77.223442
1,213.934573,76.817894
1,213.94524,76.729263
1,213.955906,76.69883
1,213.966573,76.630234
1,213.97724,76.65136
1,213.987906,76.873795
1,213.998573,77.041779
1,214.00924,76.767487
1,214.019906,75.820992
1,214.030573,74.303658
1,214.04124,72.506477
1,214.051906,70.600227
1,214.062573,69.152496
1,214.07324,68.814453
1,214.083906,69.597801
1,214.094573,71.124763
1,214.10524,72.640244
1,214.115906,73.637543
1,214.126573,73.819588
1,214.13724,72.594246
1,214.147906,69.179085
1,214.158573,63.887009
1,214.16924,60.968967
1,214.179906,60.361488
1,214.190573,59.879845
1,214.20124,61.228008
1,214.211906,65.285622
1,214.222573,69.075523
1,214.23324,70.98645
1,214.243906,70.831955
1,214.254573,68.896812
1,214.26524,66.145004
1,214.275906,63.81934
1,214.286573,62.452995
1,214.29724,61.879387
1,214.307906,62.635071
1,214.318573,65.353554
1,214.32924,68.966881
1,214.339906,72.165863
1,214.350573,74.324409
1,214.36124,75.261955
1,214.371906,75.397812
1,214.382573,75.392044
1,214.39324,75.121696
1,214.403906,74.030075
1,214.414573,71.971222
1,214.42524,69.15052
1,214.435906,66.054001
1,214.446573,64.636147
1,214.45724,66.128311
1,214.467906,67.764778
1,214.478573,67.983711
1,214.48924,66.874573
1,214.499906,64.633553
1,214.510573,64.631363
1,214.52124,65.261299
1,214.531906,63.768826
1,214.542573,61.9231
1,214.55324,61.52916
1,214.563906,61.749252
1,214.574573,63.17054
1,214.58524,66.184265
1,214.595906,68.181213
1,214.606573,68.547081
1,214.61724,67.995491
1,214.627906,66.866386
1,214.638573,64.917549
1,214.64924,62.132153
1,214.659906,59.217243
1,214.670573,57.176598
1,214.68124,56.20401
1,214.691906,55.974461
1,214.702573,56.718666
1,214.71324,58.193707
1,214.723906,60.120121
1,214.734573,62.509594
1,214.74524,65.096191
1,214.755906,67.757942
1,214.766573,70.253838
1,214.77724,72.64798
1,214.787906,74.589699
1,214.798573,75.718872
1,214.80924,76.236862
1,214.819906,76.487114
1,214.830573,76.590439
1,214.84124,76.561653
1,214.851906,76.669891
1,214.862573,77.402061
1,214.87324,78.309799
1,214.883906,78.237534
1,214.894573,76.441132
1,214.90524,73.92997
1,214.915906,71.961868
1,214.926573,69.672211
1,214.93724,66.852699
1,214.947906,63.611771
1,214.958573,61.828327
1,214.96924,62.974892
1,214.979906,65.754585
1,214.990573,68.819618
1,215.00124,71.483429
1,215.011906,73.600044
1,215.022573,74.945854
1,215.03324,75.53054
1,215.043906,75.735481
1,215.054573,75.69545
1,215.06524,75.472115
1,215.075906,75.164169
1,215.086573,74.756134
1,215.09724,74.165573
1,215.107906,73.592484
1,215.118573,73.766464
1,215.12924,74.450821
1,215.139906,74.327522
1,215.150573,72.136154
1,215.16124,67.434265
1,215.171906,64.926117
1,215.182573,67.278816
1,215.19324,68.724312
1,215.203906,68.899719
1,215.214573,68.493126
1,215.22524,67.490921
1,215.235906,65.247101
1,215.246573,61.793465
1,215.25724,59.402462
1,215.267906,58.262199
1,215.278573,56.166275
1,215.28924,53.141731
1,215.299906,51.444817
1,215.310573,55.768665
1,215.32124,59.147503
1,215.331906,58.667419
1,215.342573,56.75708
1,215.35324,58.662838
1,215.363906,61.287632
1,215.374573,61.572441
1,215.38524,59.320683
1,215.395906,56.545555
1,215.406573,56.714825
1,215.41724,57.541561
1,215.427906,57.870266
1,215.438573,58.104595
1,215.44924,58.761745
1,215.459906,61.331772
1,215.470573,64.618881
1,215.48124,66.418686
1,215.491906,67.034294
1,215.502573,67.212265
1,215.51324,66.933174
1,215.523906,65.424522
1,215.534573,62.316433
1,215.54524,60.123577
1,215.555906,60.76767
1,215.566573,63.198814
1,215.57724,64.754128
1,215.587906,64.783089
1,215.598573,64.60228
1,215.60924,64.717934
1,215.619906,64.84082
1,215.630573,64.82357
1,215.64124,64.303894
1,215.651906,62.573532
1,215.662573,59.671227
1,215.67324,57.611279
1,215.683906,56.773113
1,215.694573,56.420807
1,215.70524,56.534607
1,215.715906,56.167316
1,215.726573,56.467457
1,215.73724,57.341816
1,215.747906,57.768951
1,215.758573,60.395679
1,215.76924,63.441532
1,215.779906,65.377876
1,215.790573,66.540291
1,215.80124,67.37352
1,215.811906,68.141884
1,215.822573,68.811546
1,215.83324,69.072952
1,215.843906,68.729156
1,215.854573,68.975945
1,215.86524,70.404266
1,215.875906,71.133507
1,215.886573,70.450562
1,215.89724,68.390953
1,215.907906,64.809547
1,215.918573,60.03529
1,215.92924,55.415108
1,215.939906,52.998989
1,215.950573,52.945164
1,215.96124,52.680302
1,215.971906,51.971565
1,215.982573,56.656033
1,215.99324,61.591293
1,216.003906,63.326653
1,216.014573,63.128738
1,216.02524,62.095615
1,216.035906,61.616844
1,216.046573,62.448097
1,216.05724,61.827099
1,216.067906,58.492054
1,216.078573,53.687946
1,216.08924,49.140892
1,216.099906,53.164249
1,216.110573,61.64407
1,216.12124,65.356674
1,216.131906,64.645164
1,216.142573,60.167786
1,216.15324,55.756683
1,216.163906,58.672897
1,216.174573,65.355598
1,216.18524,69.006157
1,216.195906,69.495415
1,216.206573,67.559494
1,216.21724,64.501961
1,216.227906,62.280449
1,216.238573,60.754837
1,216.24924,59.543831
1,216.259906,58.230148
1,216.270573,58.329178
1,216.28124,61.089771
1,216.291906,62.635704
1,216.302573,61.544754
1,216.31324,58.958172
1,216.323906,57.277348
1,216.334573,56.848038
1,216.34524,56.0849
1,216.355906,56.252457
1,216.366573,55.771893
1,216.37724,53.152493
1,216.387906,54.275154
1,216.398573,55.191799
1,216.40924,54.746532
1,216.419906,55.046478
1,216.430573,55.500011
1,216.44124,55.696747
1,216.451906,56.330856
1,216.462573,57.388237
1,216.47324,58.147263
1,216.483906,58.542534
1,216.494573,58.353371
1,216.50524,57.593277
1,216.515906,56.337856
1,216.526573,54.643112
1,216.53724,51.915051
1,216.547906,47.16684
1,216.558573,41.585941
1,216.56924,41.831821
1,216.579906,39.702484
1,216.590573,41.584835
1,216.60124,43.884663
1,216.611906,43.863197
1,216.622573,44.448334
1,216.63324,44.621696
1,216.643906,44.155216
1,216.654573,43.492435
1,216.66524,43.242134
1,216.675906,44.350895
1,216.686573,44.613468
1,216.69724,44.366379
1,216.707906,43.778465
1,216.718573,43.172409
1,216.72924,43.470581
1,216.739906,43.766582
1,216.750573,44.219769
1,216.76124,44.786316
1,216.771906,44.682228
1,216.782573,44.856342
1,216.79324,45.245018
1,216.803906,44.310963
1,216.814573,43.272163
1,216.82524,43.512405
1,216.835906,43.810436
1,216.846573,43.942081
1,216.85724,44.15554
1,216.867906,43.970032
1,216.878573,43.861584
1,216.88924,44.251339
1,216.899906,43.87793
1,216.910573,42.639339
1,216.92124,41.684902
1,216.931906,40.989464
1,216.942573,40.186764
1,216.95324,40.207699
1,216.963906,40.00507
1,216.974573,39.905437
1,216.98524,39.53883
1,216.995906,37.526127
1,217.006573,35.631714
1,217.01724,35.030289
1,217.027906,34.752281
1,217.038573,34.081379
1,217.04924,33.922142
1,217.059906,35.657368
1,217.070573,37.334709
1,217.08124,39.236378
1,217.091906,44.981972
1,217.102573,55.728947
1,217.11324,62.458714
1,217.123906,65.211403
1,217.134573,67.576645
1,217.14524,70.071648
1,217.155906,71.245041
1,217.166573,71.515465
1,217.17724,71.318558
1,217.187906,70.842819
1,217.198573,70.447815
1,217.20924,70.444054
1,217.219906,69.821281
1,217.230573,68.123466
1,217.24124,65.31086
1,217.251906,60.803055
1,217.262573,55.693321
1,217.27324,55.919792
1,217.283906,60.224152
1,217.294573,63.015133
1,217.30524,67.092361
1,217.315906,72.79969
1,217.326573,76.33606
1,217.33724,77.647339
1,217.347906,77.620079
1,217.358573,76.841393
1,217.36924,74.90802
1,217.379906,71.229515
1,217.390573,65.766319
1,217.40124,59.442635
1,217.411906,55.011669
1,217.422573,53.781456
1,217.43324,54.849953
1,217.443906,62.582291
1,217.454573,69.461555
1,217.46524,73.439728
1,217.475906,75.077248
1,217.486573,74.594475
1,217.49724,71.95369
1,217.507906,67.300484
1,217.518573,65.165108
1,217.52924,67.831314
1,217.539906,69.346458
1,217.550573,70.236641
1,217.56124,70.648247
1,217.571906,70.876083
1,217.582573,71.669502
1,217.59324,71.442627
1,217.603906,69.259766
1,217.614573,66.519165
1,217.62524,69.091309
1,217.635906,73.119675
1,217.646573,75.563774
1,217.65724,76.223152
1,217.667906,75.77935
1,217.678573,75.237457
1,217.68924,74.339264
1,217.699906,72.223724
1,217.710573,67.85627
1,217.72124,60.841675
1,217.731906,54.258568
1,217.742573,50.953167
1,217.75324,51.536167
1,217.763906,61.501366
1,217.774573,68.60321
1,217.78524,72.498459
1,217.795906,73.849861
1,217.806573,73.119537
1,217.81724,70.648544
1,217.827906,67.295242
1,217.838573,64.701874
1,217.84924,63.472469
1,217.859906,64.11396
1,217.870573,66.180199
1,217.88124,68.47921
1,217.891906,70.639282
1,217.902573,72.541107
1,217.91324,73.804916
1,217.923906,73.756165
1,217.934573,72.036125
1,217.94524,69.257133
1,217.955906,67.38369
1,217.966573,66.721069
1,217.97724,66.383263
1,217.987906,66.578583
1,217.998573,67.734932
1,218.00924,69.645973
1,218.019906,72.086235
1,218.030573,75.001564
1,218.04124,77.127281
1,218.051906,77.903694
1,218.062573,77.930481
1,218.07324,77.469963
1,218.083906,76.839264
1,218.094573,76.547501
1,218.10524,76.612053
1,218.115906,76.568283
1,218.126573,76.242638
1,218.13724,75.669464
1,218.147906,74.572998
1,218.158573,72.597038
1,218.16924,69.602348
1,218.179906,66.178207
1,218.190573,64.208855
1,218.20124,63.887878
1,218.211906,63.78014
1,218.222573,63.48571
1,218.23324,63.547375
1,218.243906,65.144371
1,218.254573,67.016304
1,218.26524,68.039459
1,218.275906,69.300484
1,218.286573,71.10022
1,218.29724,73.272491
1,218.307906,75.41629
1,218.318573,76.69313
1,218.32924,77.023758
1,218.339906,76.451096
1,218.350573,74.983559
1,218.36124,73.05452
1,218.371906,71.373695
1,218.382573,71.096115
1,218.39324,71.764557
1,218.403906,72.137413
1,218.414573,72.012825
1,218.42524,70.901131
1,218.435906,68.15361
1,218.446573,63.747528
1,218.45724,58.889381
1,218.467906,55.477406
1,218.478573,52.791775
1,218.48924,53.638569
1,218.499906,57.456516
1,218.510573,60.385204
1,218.52124,62.555275
1,218.531906,64.621811
1,218.542573,65.850815
1,218.55324,65.283844
1,218.563906,62.980419
1,218.574573,59.792217
1,218.58524,57.698013
1,218.595906,56.232277
1,218.606573,53.802044
1,218.61724,51.111053
1,218.627906,48.891048
1,218.638573,50.353138
1,218.64924,54.10569
1,218.659906,58.581638
1,218.670573,63.725311
1,218.68124,67.320473
1,218.691906,69.129547
1,218.702573,69.344093
1,218.71324,68.80957
1,218.723906,68.45182
1,218.734573,67.950462
1,218.74524,66.340866
1,218.755906,63.161621
1,218.766573,60.63953
1,218.77724,62.201527
1,218.787906,64.315598
1,218.798573,65.81356
1,218.80924,68.48481
1,218.819906,70.631691
1,218.830573,71.281082
1,218.84124,70.804482
1,218.851906,69.620033
1,218.862573,67.412971
1,218.87324,63.503746
1,218.883906,57.761044
1,218.894573,52.45137
1,218.90524,49.812771
1,218.915906,54.188339
1,218.926573,59.332668
1,218.93724,62.337822
1,218.947906,63.265293
1,218.958573,62.632477
1,218.96924,60.557907
1,218.979906,55.731358
1,218.990573,49.008492
1,219.00124,45.230942
1,219.011906,55.249306
1,219.022573,63.954811
1,219.03324,67.626808
1,219.043906,67.38752
1,219.054573,65.785072
1,219.06524,65.851128
1,219.075906,68.154739
1,219.086573,71.67662
1,219.09724,74.798111
1,219.107906,77.013069
1,219.118573,78.12619
1,219.12924,78.348732
1,219.139906,78.181648
1,219.150573,77.917679
1,219.16124,77.755424
1,219.171906,77.624573
1,219.182573,77.039009
1,219.19324,75.636406
1,219.203906,73.010994
1,219.214573,68.814194
1,219.22524,64.868156
1,219.235906,62.283604
1,219.246573,59.193851
1,219.25724,60.454304
1,219.267906,65.602623
1,219.278573,69.048111
1,219.28924,69.150612
1,219.299906,66.019272
1,219.310573,61.719116
1,219.32124,63.603394
1,219.331906,68.989388
1,219.342573,72.896606
1,219.35324,74.507812
1,219.363906,74.378708
1,219.374573,73.605286
1,219.38524,72.897354
1,219.395906,73.068359
1,219.406573,74.081375
1,219.41724,75.001144
1,219.427906,75.54174
1,219.438573,75.891624
1,219.44924,76.121246
1,219.459906,76.015335
1,219.470573,75.653748
1,219.48124,75.55558
1,219.491906,75.095802
1,219.502573,73.50515
1,219.51324,70.356209
1,219.523906,65.311066
1,219.534573,61.579773
1,219.54524,61.106647
1,219.555906,60.653572
1,219.566573,59.928844
1,219.57724,58.91827
1,219.587906,63.287354
1,219.598573,70.457253
1,219.60924,73.848907
1,219.619906,73.943489
1,219.630573,71.596283
1,219.64124,68.828011
1,219.651906,68.265648
1,219.662573,68.51989
1,219.67324,68.86499
1,219.683906,68.995255
1,219.694573,69.005882
1,219.70524,68.551262
1,219.715906,67.26722
1,219.726573,65.768997
1,219.73724,65.716949
1,219.747906,66.867981
1,219.758573,67.471992
1,219.76924,66.971611
1,219.779906,66.126968
1,219.790573,65.555679
1,219.80124,64.545418
1,219.811906,62.575226
1,219.822573,59.824898
1,219.83324,57.046627
1,219.843906,55.711033
1,219.854573,55.573399
1,219.86524,55.521996
1,219.875906,55.385265
1,219.886573,54.812233
1,219.89724,53.051125
1,219.907906,51.005653
1,219.918573,51.495152
1,219.92924,51.508965
1,219.939906,47.753971
1,219.950573,42.357838
1,219.96124,40.754597
1,219.971906,45.945816
1,219.982573,53.494736
1,219.99324,55.996662
1,220.003906,54.597492
1,220.014573,56.26041
1,220.02524,61.263775
1,220.035906,64.256493
1,220.046573,65.739456
1,220.05724,67.386238
1,220.067906,68.528
1,220.078573,68.895065
