voice,Time_s,Intensity_dB
1,270.462792,45.961746
1,270.473458,45.278903
1,270.484125,44.150066
1,270.494792,45.225996
1,270.505458,45.160148
1,270.516125,45.35643
1,270.526792,46.51162
1,270.537458,44.605051
1,270.548125,44.945961
1,270.558792,46.166913
1,270.569458,44.196711
1,270.580125,43.499752
1,270.590792,43.931304
1,270.601458,42.532592
1,270.612125,42.279964
1,270.622792,43.381214
1,270.633458,43.272002
1,270.644125,44.150682
1,270.654792,44.955515
1,270.665458,44.17978
1,270.676125,44.407913
1,270.686792,44.094135
1,270.697458,43.630732
1,270.708125,45.022842
1,270.718792,45.179783
1,270.729458,44.806522
1,270.740125,44.49499
1,270.750792,43.316504
1,270.761458,42.081198
1,270.772125,42.751818
1,270.782792,47.768846
1,270.793458,53.412601
1,270.804125,55.020718
1,270.814792,52.57556
1,270.825458,47.131428
1,270.836125,42.023194
1,270.846792,40.060488
1,270.857458,37.512171
1,270.868125,36.180262
1,270.878792,34.795627
1,270.889458,33.595752
1,270.900125,35.049355
1,270.910792,38.275754
1,270.921458,41.143323
1,270.932125,43.109264
1,270.942792,43.382782
1,270.953458,42.69608
1,270.964125,42.705283
1,270.974792,42.113266
1,270.985458,43.089436
1,270.996125,53.95164
1,271.006792,62.958582
1,271.017458,68.019233
1,271.028125,70.549
1,271.038792,71.871635
1,271.049458,73.35192
1,271.060125,74.353438
1,271.070792,73.763328
1,271.081458,71.367044
1,271.092125,67.096628
1,271.102792,60.346428
1,271.113458,51.052587
1,271.124125,42.676806
1,271.134792,41.449659
1,271.145458,43.961309
1,271.156125,44.866823
1,271.166792,51.33411
1,271.177458,60.531415
1,271.188125,66.085165
1,271.198792,69.284108
1,271.209458,70.985346
1,271.220125,71.72564
1,271.230792,72.260716
1,271.241458,72.866667
1,271.252125,73.202264
1,271.262792,72.818954
1,271.273458,72.473289
1,271.284125,72.679873
1,271.294792,73.03344
1,271.305458,72.830342
1,271.316125,71.957766
1,271.326792,70.72752
1,271.337458,69.141964
1,271.348125,67.314025
1,271.358792,66.175477
1,271.369458,65.748697
1,271.380125,65.071784
1,271.390792,64.312232
1,271.401458,63.565459
1,271.412125,62.951712
1,271.422792,62.268335
1,271.433458,61.082916
1,271.444125,58.961692
1,271.454792,56.972146
1,271.465458,56.993067
1,271.476125,57.736284
1,271.486792,58.722864
1,271.497458,60.312419
1,271.508125,62.643843
1,271.518792,64.934267
1,271.529458,66.606934
1,271.540125,67.301916
1,271.550792,68.334646
1,271.561458,70.031046
1,271.572125,70.654949
1,271.582792,68.943418
1,271.593458,66.560456
1,271.604125,66.33335
1,271.614792,66.176129
1,271.625458,64.99554
1,271.636125,63.175668
1,271.646792,61.894871
1,271.657458,61.259686
1,271.668125,59.523126
1,271.678792,56.922397
1,271.689458,52.702173
1,271.700125,46.010192
1,271.710792,41.186491
1,271.721458,41.925916
1,271.732125,54.789071
1,271.742792,64.910456
1,271.753458,68.99886
1,271.764125,67.772503
1,271.774792,61.063406
1,271.785458,47.910466
1,271.796125,35.592162
1,271.806792,37.249061
1,271.817458,38.5332
1,271.828125,40.209499
1,271.838792,40.978715
1,271.849458,39.777376
1,271.860125,42.45113
1,271.870792,42.410874
1,271.881458,43.475414
1,271.892125,45.98313
1,271.902792,44.222008
1,271.913458,42.485132
1,271.924125,45.0941
1,271.934792,43.631663
1,271.945458,45.248537
1,271.956125,60.105936
1,271.966792,70.018788
1,271.977458,74.741274
1,271.988125,76.405128
1,271.998792,77.303396
1,272.009458,77.911428
1,272.020125,78.02597
1,272.030792,78.035766
1,272.041458,78.097477
1,272.052125,78.068867
1,272.062792,78.014404
1,272.073458,77.842396
1,272.084125,77.425604
1,272.094792,77.193655
1,272.105458,77.135573
1,272.116125,77.059443
1,272.126792,77.154276
1,272.137458,77.618128
1,272.148125,78.178556
1,272.158792,78.523394
1,272.169458,78.413585
1,272.180125,77.633263
1,272.190792,76.242697
1,272.201458,74.590028
1,272.212125,72.704104
1,272.222792,70.932335
1,272.233458,71.474349
1,272.244125,73.549165
1,272.254792,75.146777
1,272.265458,75.377983
1,272.276125,74.750121
1,272.286792,73.818196
1,272.297458,71.733163
1,272.308125,68.398539
1,272.318792,66.133387
1,272.329458,65.97978
1,272.340125,66.561671
1,272.350792,66.844029
1,272.361458,66.878128
1,272.372125,66.260696
1,272.382792,65.081142
1,272.393458,63.805588
1,272.404125,62.58361
1,272.414792,64.81896
1,272.425458,68.115831
1,272.436125,70.618029
1,272.446792,73.939346
1,272.457458,76.847162
1,272.468125,78.868585
1,272.478792,80.178805
1,272.489458,81.211536
1,272.500125,81.858155
1,272.510792,82.13469
1,272.521458,82.313062
1,272.532125,82.162136
1,272.542792,81.858889
1,272.553458,81.889497
1,272.564125,82.243969
1,272.574792,82.674739
1,272.585458,82.932819
1,272.596125,82.960252
1,272.606792,83.085589
1,272.617458,83.957369
1,272.628125,85.096909
1,272.638792,85.269041
1,272.649458,84.725556
1,272.660125,82.774826
1,272.670792,77.773316
1,272.681458,70.218887
1,272.692125,66.273873
1,272.702792,65.074314
1,272.713458,64.821698
1,272.724125,70.516147
1,272.734792,77.090869
1,272.745458,81.139139
1,272.756125,83.065094
1,272.766792,82.947954
1,272.777458,80.955969
1,272.788125,77.967318
1,272.798792,75.290746
1,272.809458,72.950258
1,272.820125,71.618368
1,272.830792,72.628501
1,272.841458,74.967156
1,272.852125,77.308049
1,272.862792,78.71115
1,272.873458,79.191601
1,272.884125,79.254213
1,272.894792,79.250095
1,272.905458,79.347016
1,272.916125,79.652734
1,272.926792,80.218737
1,272.937458,80.83645
1,272.948125,81.055648
1,272.958792,80.644839
1,272.969458,79.934184
1,272.980125,79.479194
1,272.990792,79.538375
1,273.001458,79.96109
1,273.012125,80.679278
1,273.022792,81.632241
1,273.033458,82.479091
1,273.044125,82.736795
1,273.054792,82.142751
1,273.065458,81.157498
1,273.076125,80.628465
1,273.086792,80.697307
1,273.097458,80.994809
1,273.108125,81.047767
1,273.118792,80.086409
1,273.129458,77.174918
1,273.140125,71.653173
1,273.150792,65.116844
1,273.161458,63.839989
1,273.172125,69.899297
1,273.182792,75.660349
1,273.193458,78.808975
1,273.204125,80.251144
1,273.214792,80.37848
1,273.225458,79.125572
1,273.236125,76.457523
1,273.246792,72.340054
1,273.257458,67.494258
1,273.268125,64.248229
1,273.278792,64.720686
1,273.289458,68.051572
1,273.300125,69.453633
1,273.310792,68.424878
1,273.321458,68.848872
1,273.332125,71.830878
1,273.342792,72.22789
1,273.353458,70.037811
1,273.364125,68.306538
1,273.374792,68.044685
1,273.385458,68.073284
1,273.396125,68.434604
1,273.406792,69.045468
1,273.417458,70.342678
1,273.428125,72.893413
1,273.438792,74.800997
1,273.449458,75.45874
1,273.460125,75.715031
1,273.470792,75.857624
1,273.481458,75.607815
1,273.492125,74.5087
1,273.502792,72.153005
1,273.513458,68.144886
1,273.524125,62.259496
1,273.534792,55.868828
1,273.545458,50.066809
1,273.556125,47.159713
1,273.566792,55.23268
1,273.577458,63.589829
1,273.588125,67.571988
1,273.598792,68.00543
1,273.609458,67.78356
1,273.620125,70.97767
1,273.630792,74.114859
1,273.641458,75.749538
1,273.652125,75.56955
1,273.662792,72.76403
1,273.673458,67.369863
1,273.684125,68.960292
1,273.694792,75.409575
1,273.705458,78.994439
1,273.716125,80.17549
1,273.726792,80.641884
1,273.737458,81.237317
1,273.748125,81.569916
1,273.758792,81.490676
1,273.769458,80.832195
1,273.780125,79.638073
1,273.790792,78.098928
1,273.801458,76.72682
1,273.812125,76.315795
1,273.822792,76.155042
1,273.833458,75.650533
1,273.844125,74.20682
1,273.854792,71.734647
1,273.865458,68.78781
1,273.876125,65.446191
1,273.886792,61.927239
1,273.897458,58.305371
1,273.908125,54.691984
1,273.918792,52.377608
1,273.929458,52.285894
1,273.940125,52.492097
1,273.950792,52.536407
1,273.961458,53.705204
1,273.972125,54.335912
1,273.982792,52.603697
1,273.993458,49.819106
1,274.004125,48.121662
1,274.014792,48.133497
1,274.025458,49.637808
1,274.036125,55.3763
1,274.046792,59.256049
1,274.057458,60.713432
1,274.068125,64.366246
1,274.078792,66.892166
1,274.089458,70.205669
1,274.100125,73.417761
1,274.110792,74.363912
1,274.121458,73.989612
1,274.132125,73.47637
1,274.142792,73.001646
1,274.153458,72.05302
1,274.164125,70.244502
1,274.174792,69.943207
1,274.185458,72.040938
1,274.196125,73.633855
1,274.206792,74.562431
1,274.217458,75.165126
1,274.228125,75.541408
1,274.238792,75.618346
1,274.249458,75.501578
1,274.260125,75.469877
1,274.270792,75.583799
1,274.281458,75.471524
1,274.292125,74.312537
1,274.302792,71.360347
1,274.313458,67.445625
1,274.324125,66.115846
1,274.334792,66.48817
1,274.345458,66.808855
1,274.356125,67.202877
1,274.366792,69.431613
1,274.377458,73.702237
1,274.388125,77.132275
1,274.398792,78.761998
1,274.409458,78.761271
1,274.420125,77.616493
1,274.430792,75.653778
1,274.441458,72.775896
1,274.452125,68.088912
1,274.462792,60.774701
1,274.473458,54.255584
1,274.484125,60.144474
1,274.494792,65.812565
1,274.505458,67.84003
1,274.516125,69.571856
1,274.526792,72.746153
1,274.537458,74.379609
1,274.548125,74.222282
1,274.558792,73.006898
1,274.569458,71.23304
1,274.580125,69.372476
1,274.590792,68.050905
1,274.601458,66.760899
1,274.612125,64.959965
1,274.622792,62.412087
1,274.633458,58.892276
1,274.644125,57.064322
1,274.654792,57.574309
1,274.665458,57.941507
1,274.676125,57.542058
1,274.686792,58.752641
1,274.697458,66.438313
1,274.708125,73.634441
1,274.718792,77.836175
1,274.729458,79.729133
1,274.740125,80.4477
1,274.750792,81.025178
1,274.761458,81.566706
1,274.772125,82.016678
1,274.782792,82.394116
1,274.793458,82.382068
1,274.804125,81.948558
1,274.814792,81.244677
1,274.825458,80.861697
1,274.836125,81.027355
1,274.846792,80.426658
1,274.857458,77.450485
1,274.868125,71.612126
1,274.878792,66.746576
1,274.889458,65.679058
1,274.900125,65.054517
1,274.910792,65.89078
1,274.921458,67.717878
1,274.932125,70.974799
1,274.942792,73.698646
1,274.953458,75.075377
1,274.964125,76.023863
1,274.974792,77.081954
1,274.985458,78.150636
1,274.996125,79.692221
1,275.006792,81.379671
1,275.017458,82.225869
1,275.028125,82.405894
1,275.038792,82.775872
1,275.049458,82.982267
1,275.060125,82.405623
1,275.070792,81.140656
1,275.081458,79.630595
1,275.092125,77.951918
1,275.102792,75.521811
1,275.113458,71.865963
1,275.124125,68.902632
1,275.134792,68.739451
1,275.145458,71.39457
1,275.156125,74.588719
1,275.166792,75.89863
1,275.177458,75.93791
1,275.188125,75.470986
1,275.198792,74.050504
1,275.209458,71.076128
1,275.220125,67.290709
1,275.230792,65.022121
1,275.241458,65.001672
1,275.252125,67.782175
1,275.262792,72.047042
1,275.273458,75.688089
1,275.284125,78.324387
1,275.294792,79.608394
1,275.305458,79.445078
1,275.316125,78.864545
1,275.326792,78.591494
1,275.337458,78.147652
1,275.348125,77.609381
1,275.358792,77.375066
1,275.369458,77.16651
1,275.380125,76.254775
1,275.390792,74.233722
1,275.401458,71.274041
1,275.412125,70.153631
1,275.422792,71.817968
1,275.433458,72.837994
1,275.444125,72.582809
1,275.454792,72.091408
1,275.465458,71.926136
1,275.476125,71.02046
1,275.486792,69.103945
1,275.497458,68.932765
1,275.508125,72.299944
1,275.518792,74.990358
1,275.529458,76.032744
1,275.540125,76.131602
1,275.550792,76.380658
1,275.561458,77.310175
1,275.572125,78.391337
1,275.582792,78.517147
1,275.593458,77.74251
1,275.604125,77.381227
1,275.614792,77.529145
1,275.625458,77.33094
1,275.636125,76.563218
1,275.646792,76.079692
1,275.657458,75.805386
1,275.668125,74.355337
1,275.678792,71.700487
1,275.689458,69.249015
1,275.700125,68.29894
1,275.710792,68.164742
1,275.721458,67.449373
1,275.732125,65.616388
1,275.742792,63.355888
1,275.753458,66.020009
1,275.764125,70.153534
1,275.774792,71.796792
1,275.785458,71.802205
1,275.796125,70.820538
1,275.806792,69.372182
1,275.817458,68.601906
1,275.828125,68.357611
1,275.838792,67.872715
1,275.849458,66.875971
1,275.860125,65.181989
1,275.870792,62.651619
1,275.881458,59.033693
1,275.892125,55.03323
1,275.902792,53.081655
1,275.913458,53.001332
1,275.924125,53.174983
1,275.934792,54.235863
1,275.945458,54.973101
1,275.956125,53.007543
1,275.966792,48.945966
1,275.977458,46.574535
1,275.988125,46.195313
1,275.998792,45.834345
1,276.009458,44.590084
1,276.020125,46.101018
1,276.030792,45.984151
1,276.041458,45.043812
1,276.052125,46.050198
1,276.062792,44.989747
1,276.073458,45.444696
1,276.084125,47.429663
1,276.094792,47.809321
1,276.105458,48.64427
1,276.116125,48.997482
1,276.126792,51.626321
1,276.137458,61.670961
1,276.148125,70.07135
1,276.158792,75.085907
1,276.169458,77.152399
1,276.180125,77.712181
1,276.190792,77.741872
1,276.201458,77.381187
1,276.212125,76.921085
1,276.222792,76.743964
1,276.233458,76.966847
1,276.244125,77.18329
1,276.254792,77.098578
1,276.265458,76.751561
1,276.276125,76.456681
1,276.286792,76.55503
1,276.297458,76.987916
1,276.308125,77.349181
1,276.318792,77.33245
1,276.329458,77.239022
1,276.340125,77.366051
1,276.350792,77.530321
1,276.361458,77.353913
1,276.372125,76.787264
1,276.382792,76.186153
1,276.393458,75.857501
1,276.404125,75.748521
1,276.414792,75.316403
1,276.425458,74.437592
1,276.436125,73.785955
1,276.446792,73.461781
1,276.457458,73.026586
1,276.468125,72.096804
1,276.478792,70.67211
1,276.489458,69.170642
1,276.500125,67.880716
1,276.510792,66.36102
1,276.521458,64.607511
1,276.532125,63.57542
1,276.542792,63.746422
1,276.553458,65.049421
1,276.564125,65.857709
1,276.574792,65.68787
1,276.585458,64.818769
1,276.596125,63.482491
1,276.606792,62.392839
1,276.617458,62.122098
1,276.628125,62.246349
1,276.638792,62.141518
1,276.649458,65.02397
1,276.660125,68.838279
1,276.670792,72.137289
1,276.681458,74.312141
1,276.692125,75.442543
1,276.702792,76.554574
1,276.713458,77.453818
1,276.724125,76.691875
1,276.734792,73.550022
1,276.745458,69.497893
1,276.756125,68.212609
1,276.766792,68.315406
1,276.777458,70.030974
1,276.788125,74.553562
1,276.798792,77.844947
1,276.809458,78.955355
1,276.820125,79.184778
1,276.830792,79.528789
1,276.841458,80.036811
1,276.852125,80.384621
1,276.862792,80.205232
1,276.873458,79.631485
1,276.884125,79.564462
1,276.894792,80.146313
1,276.905458,80.473459
1,276.916125,79.978502
1,276.926792,79.046162
1,276.937458,78.628031
1,276.948125,79.115745
1,276.958792,79.299368
1,276.969458,78.204056
1,276.980125,75.922805
1,276.990792,73.204108
1,277.001458,70.380444
1,277.012125,68.523184
1,277.022792,69.015829
1,277.033458,69.955696
1,277.044125,70.701157
1,277.054792,72.031906
1,277.065458,73.770715
1,277.076125,75.203
1,277.086792,76.181339
1,277.097458,76.810786
1,277.108125,77.143626
1,277.118792,77.274172
1,277.129458,77.421562
1,277.140125,77.71115
1,277.150792,78.118732
1,277.161458,78.49776
1,277.172125,78.528967
1,277.182792,78.033179
1,277.193458,77.365771
1,277.204125,76.999441
1,277.214792,76.765137
1,277.225458,75.832754
1,277.236125,73.17521
1,277.246792,69.81828
1,277.257458,69.96376
1,277.268125,74.016756
1,277.278792,77.640403
1,277.289458,79.58309
1,277.300125,80.453951
1,277.310792,80.664797
1,277.321458,80.521043
1,277.332125,80.270549
1,277.342792,79.879514
1,277.353458,79.49598
1,277.364125,79.239602
1,277.374792,79.096005
1,277.385458,78.89841
1,277.396125,78.600382
1,277.406792,78.265387
1,277.417458,77.952792
1,277.428125,77.936552
1,277.438792,78.45374
1,277.449458,78.872015
1,277.460125,78.669727
1,277.470792,78.135007
1,277.481458,77.454517
1,277.492125,76.441327
1,277.502792,75.126049
1,277.513458,73.720109
1,277.524125,72.265867
1,277.534792,70.388414
1,277.545458,67.757144
1,277.556125,65.272344
1,277.566792,62.952227
1,277.577458,60.658003
1,277.588125,58.509445
1,277.598792,57.060911
1,277.609458,55.735083
1,277.620125,55.643314
1,277.630792,56.667134
1,277.641458,59.806782
1,277.652125,64.186421
1,277.662792,67.972261
1,277.673458,71.308892
1,277.684125,74.347908
1,277.694792,76.642911
1,277.705458,77.476612
1,277.716125,76.391749
1,277.726792,73.599332
1,277.737458,69.639836
1,277.748125,64.715485
1,277.758792,60.398316
1,277.769458,60.798753
1,277.780125,63.397615
1,277.790792,65.728335
1,277.801458,68.227219
1,277.812125,69.34684
1,277.822792,68.333218
1,277.833458,67.957351
1,277.844125,70.220289
1,277.854792,70.890689
1,277.865458,69.274936
1,277.876125,67.004584
1,277.886792,65.958395
1,277.897458,65.658334
1,277.908125,65.488385
1,277.918792,64.936524
1,277.929458,63.786733
1,277.940125,62.370955
1,277.950792,62.292205
1,277.961458,68.508156
1,277.972125,75.315312
1,277.982792,79.407643
1,277.993458,81.085614
1,278.004125,81.271483
1,278.014792,80.678578
1,278.025458,79.029618
1,278.036125,75.697295
1,278.046792,70.459334
1,278.057458,64.551438
1,278.068125,61.283925
1,278.078792,60.936441
1,278.089458,61.579569
1,278.100125,65.168041
1,278.110792,71.374894
1,278.121458,74.973346
1,278.132125,75.952665
1,278.142792,75.291832
1,278.153458,73.314825
1,278.164125,70.264631
1,278.174792,67.600314
1,278.185458,66.232307
1,278.196125,64.567639
1,278.206792,62.028786
1,278.217458,58.708151
1,278.228125,56.295228
1,278.238792,63.228102
1,278.249458,68.160328
1,278.260125,69.537776
1,278.270792,70.695754
1,278.281458,73.367869
1,278.292125,75.529546
1,278.302792,76.306171
1,278.313458,75.58213
1,278.324125,73.401451
1,278.334792,70.708142
1,278.345458,68.587172
1,278.356125,68.391832
1,278.366792,69.043476
1,278.377458,67.532193
1,278.388125,63.609173
1,278.398792,58.961375
1,278.409458,55.375421
1,278.420125,54.018183
1,278.430792,56.241677
1,278.441458,65.041555
1,278.452125,73.630528
1,278.462792,78.879216
1,278.473458,81.401904
1,278.484125,82.046676
1,278.494792,81.122118
1,278.505458,79.27935
1,278.516125,78.270725
1,278.526792,78.538365
1,278.537458,78.343724
1,278.548125,76.88038
1,278.558792,74.209742
1,278.569458,70.040433
1,278.580125,63.536032
1,278.590792,55.474739
1,278.601458,51.675859
1,278.612125,52.429589
1,278.622792,52.166286
1,278.633458,53.218903
1,278.644125,60.48627
1,278.654792,67.71706
1,278.665458,72.807698
1,278.676125,75.628539
1,278.686792,76.638737
1,278.697458,77.110987
1,278.708125,78.005701
1,278.718792,78.622772
1,278.729458,78.154234
1,278.740125,76.462126
1,278.750792,73.98103
1,278.761458,71.2526
1,278.772125,68.415561
1,278.782792,66.191367
1,278.793458,65.423117
1,278.804125,65.558392
1,278.814792,66.788965
1,278.825458,69.906738
1,278.836125,73.437154
1,278.846792,76.382005
1,278.857458,78.017189
1,278.868125,78.373749
1,278.878792,77.990338
1,278.889458,77.156738
1,278.900125,76.391296
1,278.910792,75.96652
1,278.921458,75.817738
1,278.932125,75.769753
1,278.942792,75.721041
1,278.953458,75.6437
1,278.964125,75.518651
1,278.974792,75.34561
1,278.985458,75.037791
1,278.996125,74.664942
1,279.006792,74.519366
1,279.017458,74.546019
1,279.028125,74.582342
1,279.038792,74.638486
1,279.049458,74.330714
1,279.060125,72.855345
1,279.070792,69.628121
1,279.081458,65.814707
1,279.092125,63.708125
1,279.102792,63.520468
1,279.113458,65.939517
1,279.124125,68.413046
1,279.134792,68.930419
1,279.145458,68.280096
1,279.156125,67.029479
1,279.166792,66.24359
1,279.177458,68.736026
1,279.188125,71.27923
1,279.198792,72.340018
1,279.209458,72.206963
1,279.220125,71.41732
1,279.230792,70.563088
1,279.241458,70.023377
1,279.252125,69.378077
1,279.262792,68.752679
1,279.273458,68.98694
1,279.284125,70.152372
1,279.294792,71.332643
1,279.305458,72.125338
1,279.316125,73.001076
1,279.326792,73.658351
1,279.337458,72.939253
1,279.348125,70.133266
1,279.358792,64.920539
1,279.369458,57.965873
1,279.380125,53.539501
1,279.390792,50.157712
1,279.401458,52.974928
1,279.412125,63.612754
1,279.422792,69.552627
1,279.433458,71.223294
1,279.444125,69.518036
1,279.454792,67.134565
1,279.465458,66.736867
1,279.476125,66.350134
1,279.486792,65.729479
1,279.497458,66.844982
1,279.508125,70.738538
1,279.518792,73.690179
1,279.529458,74.805464
1,279.540125,74.840812
1,279.550792,74.798205
1,279.561458,74.907716
1,279.572125,75.069973
1,279.582792,75.379582
1,279.593458,75.816006
1,279.604125,76.255314
1,279.614792,76.823107
1,279.625458,77.323046
1,279.636125,76.930565
1,279.646792,75.548765
1,279.657458,74.043521
1,279.668125,72.944632
1,279.678792,72.847586
1,279.689458,73.060672
1,279.700125,72.091713
1,279.710792,69.51858
1,279.721458,66.435212
1,279.732125,66.199626
1,279.742792,67.713235
1,279.753458,68.305687
1,279.764125,67.52094
1,279.774792,66.954069
1,279.785458,67.414767
1,279.796125,67.146503
1,279.806792,65.937467
1,279.817458,64.407775
1,279.828125,64.909611
1,279.838792,68.000687
1,279.849458,70.007612
1,279.860125,70.68683
1,279.870792,70.679534
1,279.881458,70.08621
1,279.892125,68.956488
1,279.902792,67.524592
1,279.913458,66.461909
1,279.924125,66.229611
1,279.934792,66.184293
1,279.945458,65.309706
1,279.956125,63.731123
1,279.966792,62.842881
1,279.977458,62.795583
1,279.988125,62.840664
1,279.998792,62.539451
1,280.009458,62.155518
1,280.020125,61.7779
1,280.030792,61.160694
1,280.041458,60.596385
1,280.052125,60.78187
1,280.062792,61.284357
1,280.073458,61.847636
1,280.084125,62.16543
1,280.094792,62.068247
1,280.105458,60.876785
1,280.116125,57.126349
1,280.126792,50.514237
1,280.137458,43.585077
1,280.148125,38.728872
1,280.158792,37.851001
1,280.169458,40.3051
1,280.180125,45.425962
1,280.190792,49.967057
1,280.201458,51.129673
1,280.212125,49.59971
1,280.222792,49.072019
1,280.233458,50.560957
1,280.244125,50.759271
1,280.254792,48.840614
1,280.265458,47.867026
1,280.276125,48.655011
1,280.286792,49.836462
1,280.297458,50.854812
1,280.308125,51.341013
1,280.318792,51.331916
1,280.329458,50.984747
1,280.340125,50.705801
1,280.350792,50.040717
1,280.361458,48.882892
1,280.372125,48.676856
1,280.382792,48.834793
1,280.393458,48.42527
1,280.404125,48.348015
1,280.414792,48.488562
1,280.425458,47.841383
1,280.436125,47.143358
1,280.446792,46.64004
1,280.457458,46.423083
1,280.468125,46.316717
1,280.478792,45.346632
1,280.489458,43.619611
1,280.500125,41.849832
1,280.510792,40.115735
1,280.521458,39.044499
1,280.532125,38.719369
1,280.542792,38.027682
1,280.553458,37.162838
1,280.564125,36.023895
1,280.574792,38.139514
1,280.585458,46.769187
1,280.596125,55.303452
1,280.606792,59.403098
1,280.617458,60.886015
1,280.628125,66.91627
1,280.638792,72.534228
1,280.649458,75.418067
1,280.660125,76.437177
1,280.670792,76.560966
1,280.681458,76.410877
1,280.692125,76.359643
1,280.702792,76.496754
1,280.713458,76.481984
1,280.724125,76.387741
1,280.734792,76.442247
1,280.745458,76.566766
1,280.756125,76.867574
1,280.766792,77.116425
1,280.777458,77.121219
1,280.788125,76.989826
1,280.798792,76.871341
1,280.809458,76.787181
1,280.820125,76.750293
1,280.830792,76.857696
1,280.841458,76.989438
1,280.852125,77.073481
1,280.862792,76.879315
1,280.873458,75.749177
1,280.884125,72.668515
1,280.894792,68.270036
1,280.905458,66.615237
1,280.916125,66.579699
1,280.926792,66.773558
1,280.937458,68.701832
1,280.948125,73.16866
1,280.958792,77.468049
1,280.969458,80.42455
1,280.980125,81.803515
1,280.990792,81.76433
1,281.001458,81.009344
1,281.012125,79.759601
1,281.022792,76.95784
1,281.033458,71.709769
1,281.044125,64.387571
1,281.054792,58.211412
1,281.065458,54.195177
1,281.076125,50.562947
1,281.086792,50.304408
1,281.097458,58.28618
1,281.108125,64.249169
1,281.118792,68.68977
1,281.129458,72.577306
1,281.140125,75.192528
1,281.150792,76.590303
1,281.161458,77.405558
1,281.172125,77.956112
