voice,tmean,Time_s,F0_Hz
40,246.165140748091,254.035198,138.935471
40,246.165140748091,254.045198,138.926842
40,246.165140748091,254.055198,138.883328
40,246.165140748091,254.065198,138.396083
40,246.165140748091,254.075198,137.939294
40,246.165140748091,254.085198,136.355662
40,246.165140748091,254.095198,135.328599
40,246.165140748091,254.105198,134.049656
40,246.165140748091,254.115198,133.250927
40,246.165140748091,254.125198,131.800618
40,246.165140748091,254.135198,130.596462
40,246.165140748091,254.145198,129.959983
40,246.165140748091,254.155198,129.479741
40,246.165140748091,254.165198,128.916915
40,246.165140748091,254.175198,128.199708
40,246.165140748091,254.185198,127.944739
40,246.165140748091,254.195198,127.738549
40,246.165140748091,254.205198,127.274507
40,246.165140748091,254.215198,126.774485
40,246.165140748091,254.225198,125.872899
40,246.165140748091,254.235198,124.69322
40,246.165140748091,254.245198,123.355911
40,246.165140748091,254.255198,122.299683
40,246.165140748091,254.265198,121.859973
40,246.165140748091,254.275198,121.394153
40,246.165140748091,254.285198,120.568359
40,246.165140748091,254.295198,119.658813
40,246.165140748091,254.305198,118.891738
40,246.165140748091,254.315198,117.172942
40,246.165140748091,254.325198,115.168455
40,246.165140748091,254.335198,108.007213
40,246.165140748091,254.345198,103.040453
40,246.165140748091,254.355198,100.172668
40,246.165140748091,254.365198,100.510397
40,246.165140748091,254.375198,110.905999
40,246.165140748091,254.385198,116.840466
40,246.165140748091,254.395198,117.076267
40,246.165140748091,254.405198,116.67808
40,246.165140748091,254.415198,106.302898
40,246.165140748091,254.425198,108.348687
40,246.165140748091,254.435198,109.546516
40,246.165140748091,254.445198,107.933112
40,246.165140748091,254.455198,105.603066
40,246.165140748091,254.465198,105.245553
40,246.165140748091,254.475198,109.321731
40,246.165140748091,254.485198,123.1381
40,246.165140748091,254.535198,130.032819
40,246.165140748091,254.545198,128.75399
40,246.165140748091,254.555198,123.547526
40,246.165140748091,254.565198,121.572754
40,246.165140748091,254.575198,120.207925
40,246.165140748091,254.585198,120.007418
40,246.165140748091,254.595198,121.066779
40,246.165140748091,254.605198,122.174684
40,246.165140748091,254.615198,121.861874
40,246.165140748091,254.625198,119.088095
40,246.165140748091,254.745198,122.703165
40,246.165140748091,254.755198,121.245908
40,246.165140748091,254.765198,121.70434
40,246.165140748091,254.775198,121.242031
40,246.165140748091,254.785198,120.628901
40,246.165140748091,254.795198,120.045279
40,246.165140748091,254.805198,119.284266
40,246.165140748091,254.815198,118.389288
40,246.165140748091,254.825198,117.669467
40,246.165140748091,254.835198,117.273661
40,246.165140748091,254.845198,117.013811
40,246.165140748091,254.855198,117.043322
40,246.165140748091,254.865198,116.983698
40,246.165140748091,254.875198,116.83327
40,246.165140748091,254.885198,117.423761
40,246.165140748091,254.895198,118.547779
