voice,Time_s,F0_Hz
1,212.69724,93.980491
1,212.70724,94.255155
1,212.71724,93.456371
1,212.72724,93.507798
1,212.73724,92.480418
1,212.74724,91.302489
1,212.75724,89.552911
1,212.76724,88.931997
1,212.77724,88.893478
1,212.78724,91.540019
1,212.79724,91.924284
1,212.80724,91.907679
1,212.81724,92.624025
1,212.82724,91.293751
1,212.83724,89.506808
1,212.84724,88.036791
1,212.95724,93.039371
1,212.96724,93.270583
1,213.59724,492.658014
1,213.60724,490.410539
1,213.61724,488.407231
1,213.65724,99.449505
1,213.66724,100.202603
1,213.67724,102.124651
1,213.68724,103.583149
1,213.69724,104.687074
1,213.70724,106.039095
1,213.71724,106.568162
1,213.72724,107.233257
1,213.73724,108.378058
1,213.74724,108.846782
1,213.75724,109.836097
1,213.76724,110.093755
1,213.77724,110.289084
1,213.78724,110.172016
1,213.79724,110.316421
1,213.80724,110.032217
1,213.81724,112.365451
1,213.82724,113.365058
1,213.83724,113.39214
1,213.84724,113.523224
1,213.85724,110.408851
1,213.86724,110.373075
1,213.87724,117.787997
1,213.88724,121.013818
1,213.89724,118.005321
1,213.90724,117.879765
1,213.91724,115.957388
1,213.92724,115.042459
1,213.93724,114.816044
1,213.94724,114.277693
1,213.95724,113.599128
1,213.96724,113.385806
1,213.97724,113.919504
1,213.98724,114.482067
1,213.99724,114.901309
1,214.00724,114.506308
1,214.01724,113.40957
1,214.02724,112.797581
1,214.03724,111.473025
1,214.04724,109.380646
1,214.05724,108.327313
1,214.06724,106.444904
1,214.07724,107.150725
1,214.08724,107.24188
1,214.09724,107.063993
1,214.10724,106.397655
1,214.11724,103.603556
1,214.12724,103.093862
1,214.13724,101.873245
1,214.14724,98.909338
1,214.15724,94.188538
1,214.16724,99.169934
1,214.17724,101.186764
1,214.18724,102.406286
1,214.19724,104.301149
1,214.20724,105.013243
1,214.21724,111.651001
1,214.22724,103.175643
1,214.23724,100.762633
1,214.24724,97.484888
1,214.25724,96.565554
1,214.26724,95.661193
1,214.27724,96.353194
1,214.28724,97.385255
1,214.29724,98.688274
1,214.30724,99.732957
1,214.31724,102.835747
1,214.32724,103.804257
1,214.33724,104.720196
1,214.34724,106.066043
1,214.35724,105.945455
1,214.36724,105.000686
1,214.37724,105.756074
1,214.38724,106.768215
1,214.39724,107.336128
1,214.40724,107.430049
1,214.41724,107.481631
1,214.42724,105.084393
1,214.43724,101.828217
1,214.44724,101.816362
1,214.51724,110.913311
1,214.52724,105.977809
1,214.53724,102.269921
1,214.54724,101.7607
1,214.55724,101.408776
1,214.56724,102.131285
1,214.57724,102.527437
1,214.58724,102.487294
1,214.59724,101.916657
1,214.60724,98.652629
1,214.61724,96.743732
1,214.62724,95.124213
1,214.63724,92.196485
1,214.64724,90.578842
1,214.65724,90.889007
1,214.66724,94.61282
1,214.67724,95.945165
1,214.68724,99.882358
1,214.69724,97.087558
1,214.70724,103.554534
1,214.71724,91.713422
1,214.72724,96.818268
1,214.73724,94.630052
1,214.74724,95.704584
1,214.75724,95.878934
1,214.76724,96.589269
1,214.77724,98.442166
1,214.78724,99.46081
1,214.79724,100.389851
1,214.80724,101.560213
1,214.81724,101.762556
1,214.82724,102.314887
1,214.83724,103.752964
1,214.84724,104.333437
1,214.85724,105.17985
1,214.86724,105.054761
1,214.87724,102.965826
1,214.90724,86.960476
1,214.91724,86.986201
1,214.98724,94.626964
1,214.99724,99.794565
1,215.00724,100.44328
1,215.01724,100.67491
1,215.02724,100.174796
1,215.03724,99.411571
1,215.04724,98.540649
1,215.05724,98.516253
1,215.06724,98.476186
1,215.07724,99.403122
1,215.08724,99.314071
1,215.09724,98.81812
1,215.10724,99.335213
1,215.11724,101.141013
1,215.12724,100.655304
1,215.13724,99.829113
1,215.14724,98.095727
1,215.17724,93.171146
1,215.18724,95.856896
1,215.19724,95.742344
1,215.20724,94.963454
1,215.21724,96.653107
1,215.22724,96.285113
1,215.23724,95.504568
1,215.24724,94.43847
1,215.25724,96.303545
1,215.26724,95.823467
1,215.27724,94.978935
1,215.36724,93.98249
1,215.37724,93.501944
1,215.38724,90.580742
1,215.39724,91.581635
1,215.40724,96.23369
1,215.41724,96.402134
1,215.42724,96.533234
1,215.43724,96.432697
1,215.44724,96.243713
1,215.45724,97.025257
1,215.46724,98.351229
1,215.47724,97.171201
1,215.48724,96.514881
1,215.49724,99.001797
1,215.50724,99.044045
1,215.51724,99.075312
1,215.52724,96.022087
1,215.53724,99.049631
1,215.54724,98.853761
1,215.55724,98.310134
1,215.56724,102.318437
1,215.57724,99.1321
1,215.58724,99.099857
1,215.59724,99.651405
1,215.60724,99.799787
1,215.61724,99.771471
1,215.62724,99.69319
1,215.63724,98.674684
1,215.64724,98.081905
1,215.65724,95.680213
1,215.66724,93.627347
1,215.67724,93.9992
1,215.76724,98.899062
1,215.77724,98.844825
1,215.78724,97.269444
1,215.79724,97.648022
1,215.80724,98.19892
1,215.81724,98.929995
1,215.82724,98.430401
1,215.83724,97.005013
1,215.84724,95.870639
1,215.85724,97.068739
1,215.86724,97.385829
1,215.87724,97.22703
1,215.88724,94.472543
1,215.89724,93.003451
1,215.90724,93.272412
1,216.03724,94.627911
1,216.04724,94.556276
1,216.05724,93.568082
1,216.06724,90.771389
1,216.18724,87.070554
1,216.19724,87.221842
1,216.20724,78.293084
1,217.13724,114.618259
1,217.14724,110.625571
1,217.15724,111.342212
1,217.16724,111.6101
1,217.17724,110.483399
1,217.18724,108.932908
1,217.19724,106.823039
1,217.20724,105.153178
1,217.32724,120.219993
1,217.33724,114.713046
1,217.34724,113.198118
1,217.35724,112.603931
1,217.36724,111.336304
1,217.37724,107.395574
1,217.38724,107.62128
1,217.46724,105.494588
1,217.47724,110.784931
1,217.48724,105.988037
1,217.49724,103.349882
1,217.62724,120.989711
1,217.63724,115.279347
1,217.64724,114.309163
1,217.65724,110.221034
1,217.66724,107.09555
1,217.67724,107.795855
1,217.68724,107.960704
1,217.69724,107.646482
1,217.78724,104.723565
1,217.79724,106.694537
1,217.80724,104.829361
1,217.81724,102.460985
1,217.82724,100.550111
1,217.83724,99.83213
1,217.84724,99.582108
1,217.85724,102.952151
1,217.86724,104.01533
1,217.87724,103.318638
1,217.88724,102.989397
1,217.89724,102.671616
1,217.90724,102.407697
1,217.91724,101.878044
1,217.92724,100.568329
1,217.93724,99.944216
1,217.94724,99.268483
1,217.95724,99.316031
1,217.96724,98.485411
1,217.97724,97.589761
1,217.98724,98.567968
1,217.99724,100.228304
1,218.00724,101.695133
1,218.01724,102.12595
1,218.02724,103.571761
1,218.03724,101.43359
1,218.04724,99.379408
1,218.05724,99.874962
1,218.06724,100.070613
1,218.07724,100.769029
1,218.08724,100.679476
1,218.09724,101.509074
1,218.10724,103.51152
1,218.11724,103.820525
1,218.12724,105.511554
1,218.13724,107.130421
1,218.14724,109.0092
1,218.15724,110.171978
1,218.16724,111.335006
1,218.17724,112.448616
1,218.18724,114.357749
1,218.19724,114.75141
1,218.20724,114.649484
1,218.21724,113.902887
1,218.22724,111.580857
1,218.29724,87.766315
1,218.30724,101.436507
1,218.31724,98.777114
1,218.32724,96.884448
1,218.33724,95.387043
1,218.34724,94.384938
1,218.35724,94.138725
1,218.36724,92.639189
1,218.37724,94.785677
1,218.38724,95.544525
1,218.39724,96.304836
1,218.40724,97.419369
1,218.41724,98.294694
1,218.42724,99.415736
1,218.43724,99.391844
1,218.44724,99.891823
1,218.67724,98.297308
1,218.68724,101.419825
1,218.69724,100.278136
1,218.70724,99.008078
1,218.71724,99.069284
1,218.72724,99.721546
1,218.73724,99.864647
1,218.74724,98.569756
1,218.75724,95.769775
1,218.76724,96.314061
1,218.80724,99.274211
1,218.81724,99.198635
1,218.82724,95.149836
1,218.83724,92.425147
1,218.84724,95.980557
1,218.85724,95.984865
1,218.86724,93.32777
1,219.06724,108.647864
1,219.07724,107.10278
1,219.08724,104.442361
1,219.09724,103.440472
1,219.10724,99.803146
1,219.11724,98.141652
1,219.12724,97.401778
1,219.13724,97.125432
1,219.14724,97.175374
1,219.15724,97.180842
1,219.16724,96.754411
1,219.17724,96.315924
1,219.18724,96.096985
1,219.19724,95.864963
1,219.20724,95.456
1,219.31724,106.175297
1,219.32724,105.319406
1,219.33724,103.807698
1,219.34724,100.328515
1,219.35724,94.720285
1,219.36724,97.83664
1,219.37724,96.159182
1,219.38724,96.743453
1,219.39724,97.347894
1,219.40724,98.576608
1,219.41724,97.537925
1,219.42724,99.466058
1,219.43724,99.825617
1,219.44724,101.976666
1,219.45724,102.895448
1,219.46724,106.040652
1,219.47724,107.289382
1,219.48724,108.681254
1,219.49724,111.312678
1,219.50724,111.201897
1,219.51724,108.535172
1,219.52724,109.804513
1,219.53724,114.136441
1,219.54724,112.363295
1,219.55724,110.080397
1,219.56724,114.861697
1,219.60724,265.299229
1,219.61724,271.879274
1,219.62724,283.331766
1,219.64724,92.279457
1,219.65724,93.872401
1,219.66724,92.902654
1,219.67724,92.407525
1,219.68724,92.401684
1,219.69724,92.003805
1,219.70724,91.475286
1,219.71724,88.53113
1,219.72724,84.180558
1,219.73724,78.060066
1,219.74724,75.908396
1,219.75724,75.433016
1,219.76724,76.237351
1,219.77724,80.567096
1,219.78724,99.033573
1,219.79724,100.865065
1,219.80724,104.373692
1,219.81724,106.250677
1,220.05724,98.867175
1,220.06724,104.999715
1,220.07724,100.308319
1,220.08724,98.8896
1,220.09724,98.044666
1,220.10724,97.526616
1,220.11724,94.149426
1,220.12724,96.954849
1,220.13724,96.857494
1,220.14724,97.233896
1,220.15724,98.979469
1,220.16724,97.674039
1,220.17724,96.961822
1,220.18724,95.36542
1,220.19724,91.023265
1,220.20724,89.549126
1,220.21724,88.688239
1,220.63724,121.560864
1,220.64724,120.694012
1,220.65724,118.729692
1,220.66724,117.076216
1,220.67724,116.14232
1,220.68724,114.848274
1,220.69724,114.311324
1,220.70724,112.335329
1,220.71724,112.132694
1,220.72724,112.550415
1,220.73724,111.721697
1,220.74724,107.437957
1,220.75724,105.597786
1,220.76724,104.258743
1,220.77724,103.547634
1,220.78724,104.152011
1,220.79724,104.002285
1,220.80724,103.992761
1,220.81724,104.178156
1,220.82724,104.126123
1,220.83724,103.825429
1,220.84724,102.445262
1,220.85724,104.038929
1,220.86724,103.42563
1,220.87724,102.433319
1,220.88724,98.208265
1,220.89724,96.640219
1,221.09724,107.955365
1,221.10724,105.560325
1,221.11724,103.763827
1,221.12724,103.947076
1,221.13724,104.396415
1,221.14724,104.141654
1,221.15724,105.484691
1,221.16724,105.533691
1,221.17724,102.53083
1,221.18724,100.837629
1,221.19724,85.030245
1,221.25724,89.739984
1,221.26724,99.022229
1,221.27724,103.052584
1,221.28724,104.526424
1,221.29724,104.861201
1,221.30724,104.443588
1,221.31724,103.991143
1,221.32724,102.999738
1,221.33724,99.026165
1,221.34724,98.313374
1,221.35724,95.706068
1,221.45724,98.192789
1,221.46724,98.233091
1,221.47724,96.355033
1,221.48724,96.656624
1,221.49724,97.325143
1,221.50724,100.123754
1,221.51724,99.327096
1,221.52724,97.284316
1,221.53724,96.241273
1,221.54724,96.033111
1,221.55724,96.843045
1,221.56724,96.375472
1,221.57724,96.027272
1,221.58724,94.63347
1,221.59724,94.450642
1,221.60724,94.489836
1,221.61724,93.969798
1,221.62724,94.456787
1,221.63724,93.77891
1,221.64724,94.14058
1,221.65724,94.762889
1,221.66724,93.959651
1,221.67724,94.932845
1,221.68724,94.795778
1,221.69724,94.541492
1,221.70724,94.935766
1,221.71724,95.1455
1,221.72724,94.519881
1,221.73724,93.710373
1,221.74724,92.102571
1,221.84724,99.375447
1,221.85724,96.186477
1,221.86724,94.683431
1,221.87724,93.494668
1,221.88724,91.780632
1,221.89724,96.733064
1,221.90724,95.059177
1,221.91724,96.494285
1,221.92724,95.402879
1,221.93724,96.506824
1,221.94724,95.653242
1,221.95724,94.496873
1,221.96724,91.41057
1,221.97724,91.663887
1,221.98724,91.877885
1,221.99724,95.199969
1,222.00724,94.636302
1,222.01724,90.891295
1,222.02724,95.535037
1,222.03724,94.637901
1,222.04724,94.328247
1,222.05724,91.452135
1,222.06724,93.02915
1,222.07724,91.530125
1,222.08724,91.049477
1,222.09724,86.670071
1,222.10724,86.088053
1,222.11724,87.267392
1,222.84724,96.401795
1,222.85724,101.339314
1,222.86724,100.132993
1,222.87724,100.212562
1,222.88724,100.386029
1,222.89724,100.327628
1,222.90724,100.174554
1,222.91724,100.23351
1,222.92724,96.30545
1,222.93724,91.25959
1,222.94724,89.616799
1,222.95724,89.884142
1,222.96724,93.345977
1,222.97724,98.647213
1,222.98724,102.683042
1,222.99724,105.565298
1,223.00724,106.37532
1,223.01724,107.590806
1,223.02724,108.631795
1,223.03724,108.591231
1,223.04724,108.282762
1,223.05724,107.787642
1,223.06724,107.195609
1,223.07724,107.09403
1,223.08724,107.156917
1,223.09724,107.03556
1,223.10724,107.825933
1,223.11724,109.860164
1,223.12724,114.165833
1,223.13724,114.942964
1,223.14724,115.973194
1,223.15724,117.134617
1,223.16724,121.281248
1,223.17724,121.386706
1,223.31724,101.169058
1,223.32724,98.131644
1,223.44724,129.413283
1,223.45724,105.400675
1,223.46724,106.324042
1,223.47724,105.198684
1,223.48724,103.538068
1,223.49724,103.267082
1,223.50724,102.90176
1,223.51724,103.353823
1,223.52724,103.785999
1,223.53724,102.6115
1,223.54724,103.226254
1,223.55724,104.482892
1,223.56724,105.387519
1,223.57724,106.430815
1,223.58724,106.180047
1,223.59724,106.1426
1,223.60724,105.808593
1,223.61724,105.617612
1,223.62724,105.53627
1,223.63724,105.312468
1,223.64724,103.334273
1,223.65724,101.830525
1,223.66724,104.623299
1,223.72724,104.188313
1,223.73724,104.06665
1,223.74724,101.893839
1,223.75724,99.597039
1,223.76724,99.682575
1,223.77724,100.309972
1,223.78724,100.112837
1,223.79724,100.269492
1,223.80724,100.772818
1,223.81724,101.419496
1,223.82724,102.104233
1,223.83724,102.494404
1,223.84724,102.255647
1,223.85724,100.085219
1,223.86724,99.679686
1,223.87724,98.860521
1,223.88724,97.966572
1,223.89724,96.881818
1,223.90724,96.467803
1,223.91724,97.078066
1,223.92724,97.408933
1,223.93724,97.27378
1,223.94724,94.732637
1,223.95724,94.553461
1,223.96724,93.119356
1,223.97724,94.283413
1,223.98724,94.578832
1,223.99724,94.989193
1,224.00724,96.119653
1,224.01724,95.530846
1,224.02724,94.186104
1,224.03724,93.819477
1,224.04724,92.519722
1,224.05724,92.43235
1,224.06724,92.828016
1,224.07724,92.544493
1,224.08724,91.790606
1,224.09724,90.889848
1,224.10724,92.592914
1,224.11724,92.518001
1,224.12724,93.300944
1,224.13724,93.253694
1,224.14724,93.374565
1,224.58724,99.355634
1,224.59724,100.330616
1,224.60724,99.22285
1,224.61724,97.148449
1,224.64724,108.759854
1,224.65724,105.61555
1,224.66724,103.370837
1,224.67724,102.01565
1,224.68724,102.539417
1,224.69724,103.354252
1,224.70724,104.134156
1,224.71724,105.302655
1,224.72724,106.218367
1,224.73724,106.696073
1,224.74724,107.310354
1,224.75724,108.4903
1,224.76724,109.268953
1,224.77724,110.596597
1,224.78724,111.065491
1,224.79724,110.47899
1,224.80724,110.951645
1,224.81724,112.540476
1,224.82724,113.000106
1,224.83724,112.57804
1,224.84724,111.077173
1,224.85724,109.819366
1,224.86724,110.005071
1,224.87724,110.23451
1,224.88724,110.946115
1,224.89724,111.171362
1,224.90724,110.355422
1,224.91724,110.531487
1,224.92724,109.877796
1,224.93724,107.405941
1,224.94724,104.960566
1,224.95724,107.901436
1,225.03724,113.532626
1,225.04724,112.754645
1,225.05724,110.018447
1,225.06724,106.779388
1,225.07724,104.890919
1,225.08724,103.889909
1,225.09724,102.829429
1,225.10724,103.988336
1,225.11724,104.535745
1,225.12724,104.844612
1,225.13724,105.447017
1,225.14724,104.676086
1,225.18724,100.602687
1,225.19724,100.046079
1,225.20724,95.172722
1,225.21724,95.784788
1,225.22724,94.826625
1,225.23724,94.676983
1,225.24724,96.384053
1,225.25724,98.86564
1,225.26724,101.72966
1,225.27724,102.919992
1,225.36724,96.546667
1,225.37724,96.95071
1,225.38724,96.117729
1,225.39724,94.781235
1,225.40724,94.339876
1,225.41724,93.62042
1,225.42724,93.792702
1,225.43724,93.254343
1,225.44724,93.538504
1,225.45724,94.66679
1,225.46724,95.906264
1,225.47724,96.093024
1,225.48724,96.947801
1,225.49724,97.675172
1,225.50724,97.844694
1,225.51724,96.023886
1,225.52724,95.232051
1,225.58724,480.031655
1,225.59724,491.235413
1,225.60724,496.048966
1,225.61724,497.631156
1,225.62724,491.275399
1,225.63724,472.67272
1,225.64724,473.665091
1,225.72724,94.946488
1,225.73724,97.442532
1,225.74724,99.006933
1,225.75724,98.488329
1,225.76724,97.52044
1,225.77724,96.51156
1,225.78724,95.773676
1,225.79724,95.463998
1,225.80724,94.887225
1,225.81724,94.727426
1,225.82724,94.821258
1,225.83724,94.762904
1,225.84724,94.037351
1,225.85724,93.124201
1,225.86724,94.092722
1,225.92724,96.673972
1,225.93724,97.13981
1,225.94724,97.066381
1,225.95724,94.619464
1,225.96724,93.234988
1,225.97724,94.51759
1,225.98724,90.895567
1,225.99724,89.182406
1,226.00724,88.920835
1,226.01724,87.097766
1,226.02724,86.827279
1,226.03724,88.086051
1,226.04724,87.83674
1,226.05724,87.454272
1,226.65724,113.811224
1,226.66724,115.737424
1,226.67724,115.783873
1,226.68724,116.680435
1,226.69724,117.635398
1,226.78724,116.954339
1,226.79724,113.92468
1,226.80724,110.389986
1,226.81724,107.952372
1,226.82724,106.139643
1,226.83724,105.826571
1,226.84724,105.334237
1,226.85724,104.492323
1,226.86724,104.340016
1,226.87724,103.339441
1,226.88724,102.713329
1,226.89724,102.993332
1,226.90724,102.98756
1,226.91724,103.363097
1,226.92724,103.426861
1,226.93724,105.293623
1,226.94724,106.026747
1,226.95724,108.163637
1,226.96724,109.007511
1,226.97724,104.504039
1,226.98724,103.763034
1,226.99724,102.257442
1,227.00724,100.28875
1,227.01724,96.118399
1,227.02724,94.215809
1,227.03724,93.104057
1,227.04724,93.676653
1,227.05724,92.12374
1,227.06724,94.614804
1,227.47724,472.500751
1,227.48724,479.622757
1,227.49724,487.557796
1,227.50724,487.239614
1,227.51724,481.63092
1,227.53724,98.281196
1,227.54724,100.471713
1,227.55724,101.16435
1,227.56724,102.971777
1,227.57724,103.516998
1,227.58724,103.80293
1,227.59724,105.297943
1,227.60724,104.278365
1,227.61724,103.822055
1,227.62724,103.877332
1,227.63724,103.138247
1,227.64724,102.892893
1,227.65724,102.08485
1,227.66724,101.817935
1,227.67724,101.880935
1,227.68724,102.037612
1,227.69724,101.708618
1,227.70724,100.857674
1,227.71724,100.537708
1,227.72724,100.184791
1,227.73724,99.182123
1,227.74724,98.833411
1,227.75724,98.57034
1,227.76724,97.404168
1,227.77724,98.520372
1,227.78724,97.958994
1,227.79724,95.11354
1,227.80724,94.526721
1,227.81724,95.436662
1,227.82724,95.987237
1,227.83724,97.0363
1,227.84724,96.920906
1,227.85724,95.406521
1,227.86724,91.113978
1,227.87724,90.007436
1,227.88724,100.635171
1,227.89724,93.167154
1,227.90724,99.355154
1,227.91724,96.233103
1,227.92724,95.207653
1,227.93724,94.087624
1,227.94724,93.065788
1,227.95724,92.281102
1,227.96724,91.48585
1,227.97724,89.330648
1,228.30724,86.55612
1,228.31724,91.008181
2,171.710396,151.800972
2,171.720396,153.380912
2,171.730396,117.109527
2,171.740396,119.402035
2,171.750396,122.901138
2,171.760396,124.582392
2,171.770396,124.967997
2,171.780396,123.770457
2,171.790396,130.219832
2,171.800396,130.739579
2,171.810396,131.177758
2,171.820396,130.939936
2,171.830396,131.692759
2,171.840396,133.908805
2,171.850396,133.139334
2,171.860396,129.509318
2,171.870396,126.334133
2,171.880396,120.873505
2,171.890396,113.578417
2,172.000396,170.991508
2,172.010396,160.540642
2,172.020396,160.243731
2,172.030396,163.736076
2,172.040396,170.359564
2,172.050396,177.603535
2,172.060396,180.414771
2,172.070396,186.630271
2,172.080396,190.226445
2,172.090396,192.413582
2,172.100396,194.52817
2,172.110396,197.176005
2,172.120396,199.107892
2,172.130396,202.458917
2,172.140396,202.65785
2,172.150396,201.605294
2,172.160396,199.983922
2,172.170396,197.051611
2,172.180396,193.797211
2,172.190396,190.711539
2,172.200396,187.772712
2,172.210396,185.770301
2,172.220396,183.654505
2,172.230396,180.136748
2,172.240396,173.911803
2,172.250396,165.04358
2,172.260396,150.367722
2,172.270396,134.94181
2,172.470396,142.903021
2,172.480396,142.410389
2,172.490396,143.149887
2,172.500396,140.996353
2,172.510396,139.29706
2,172.520396,136.869336
2,172.530396,135.918468
2,172.540396,134.18941
2,172.550396,132.838236
2,172.560396,131.630048
2,172.570396,131.599314
2,172.580396,132.441377
2,172.590396,132.735466
2,172.600396,133.122389
2,172.610396,134.071269
2,172.620396,131.684422
2,172.850396,128.979852
2,172.860396,113.89277
2,172.870396,110.803072
2,172.880396,110.376847
2,172.890396,111.263719
2,172.900396,114.187088
2,172.910396,119.094216
2,172.920396,122.976938
2,172.930396,124.745771
2,172.940396,127.231051
2,172.950396,130.946449
2,172.960396,131.541981
2,172.970396,134.109383
2,172.980396,136.814842
2,172.990396,139.714453
2,173.000396,141.606729
2,173.010396,142.141816
2,173.020396,142.198612
2,173.030396,137.770797
2,173.040396,141.994707
2,173.050396,141.87204
2,173.060396,140.439338
2,173.070396,138.542241
2,173.080396,134.875099
2,173.090396,123.313906
2,173.100396,122.829015
2,173.110396,123.603784
2,173.120396,125.429841
2,173.130396,123.702996
2,173.140396,124.447725
2,173.150396,126.124807
2,173.160396,126.22555
2,173.170396,125.93036
2,173.180396,125.763607
2,173.190396,124.653705
2,173.200396,124.315407
2,173.210396,123.78274
2,173.220396,122.362364
2,173.230396,121.341041
2,173.240396,120.133995
2,173.410396,109.637159
2,173.420396,107.731324
2,173.430396,109.002603
2,173.440396,111.558591
2,173.450396,112.57713
2,173.460396,113.255895
