voice,Time_s,F0_Hz
22,188.819031,146.792409
22,188.829031,146.527991
22,188.839031,145.139533
22,188.849031,143.690523
22,188.859031,137.47532
22,188.869031,135.292585
22,188.969031,183.028779
22,188.979031,181.230491
22,188.989031,180.927734
22,188.999031,180.573712
22,189.009031,179.696731
22,189.019031,178.11128
22,189.029031,179.701517
22,189.039031,180.156386
22,189.049031,180.538187
22,189.059031,182.961379
22,189.069031,185.204775
22,189.079031,186.923885
22,189.089031,188.251514
22,189.099031,188.352823
22,189.109031,188.815431
22,189.119031,189.015975
22,189.129031,188.580903
22,189.139031,186.671254
22,189.149031,183.999172
22,189.159031,181.155774
22,189.169031,177.40087
22,189.179031,171.860295
22,189.189031,170.395542
22,189.419031,150.103126
22,189.429031,150.98611
22,189.439031,147.512866
22,189.449031,144.89488
22,189.459031,142.214637
22,189.469031,140.54323
22,189.479031,139.940124
22,189.489031,140.281312
22,189.499031,140.480584
22,189.509031,137.494407
22,189.519031,136.654164
22,189.689031,136.746715
22,189.699031,138.819914
22,189.709031,138.200669
22,189.719031,136.924781
22,189.729031,135.74095
22,189.739031,134.665873
22,189.749031,134.73653
22,189.759031,134.719047
22,189.769031,134.576993
22,189.779031,134.154374
22,189.789031,133.722958
22,189.799031,134.902609
22,189.809031,135.8743
22,189.819031,135.36924
22,189.829031,133.827422
22,189.839031,132.178003
22,189.849031,130.394923
22,189.859031,127.692083
22,189.869031,128.083331
22,189.879031,131.803011
22,189.889031,135.727352
22,189.899031,136.757349
22,189.909031,135.959229
22,189.919031,134.03136
22,189.929031,130.450907
22,189.939031,128.229506
22,189.949031,126.027065
22,189.959031,125.795375
22,189.969031,125.142934
22,189.979031,124.591639
22,189.989031,125.129118
22,190.109031,156.114689
22,190.119031,138.677913
22,190.129031,139.877117
22,190.139031,140.163241
22,190.149031,137.465247
22,190.159031,133.522367
22,190.169031,130.9503
22,190.179031,129.547786
22,190.189031,128.817678
22,190.199031,127.326856
22,190.209031,125.611011
22,190.219031,126.523944
22,190.229031,126.188458
22,190.239031,124.996599
22,190.249031,123.041804
22,190.259031,123.626189
22,190.409031,84.57313
22,190.419031,84.421218
22,190.429031,77.372107
22,190.439031,76.07761
22,190.799031,256.327818
22,190.809031,260.66597
22,190.819031,261.837679
22,190.829031,269.350253
22,190.839031,270.896471
22,190.849031,273.425352
22,190.859031,296.036972
22,190.869031,296.456569
22,190.879031,297.548736
22,190.909031,141.67755
22,190.919031,142.693536
22,190.929031,143.640286
22,190.939031,145.162314
22,190.949031,147.487593
22,190.959031,151.238099
22,190.969031,154.04002
22,190.979031,155.319981
22,190.989031,154.326322
22,190.999031,152.388479
22,191.089031,163.884514
22,191.099031,162.722298
22,191.109031,160.412746
22,191.119031,157.721017
22,191.129031,155.636897
22,191.199031,159.679649
22,191.209031,153.831188
22,191.219031,147.308472
22,191.229031,139.273728
22,191.239031,130.052687
22,191.349031,149.843552
22,191.359031,149.028933
22,191.369031,148.429816
22,191.379031,146.153549
22,191.389031,142.663316
22,191.399031,139.69429
22,191.409031,137.081971
22,191.419031,132.295891
22,191.429031,127.010996
22,191.439031,128.691268
22,191.479031,143.36981
22,191.489031,139.528772
22,191.499031,135.977777
22,191.509031,132.865014
22,191.519031,129.503713
22,191.529031,127.587411
22,191.539031,128.574404
22,191.549031,126.986165
22,191.559031,125.494261
22,191.569031,124.761415
22,191.579031,124.314008
22,191.589031,123.879981
22,191.599031,123.121447
22,191.609031,122.890374
22,191.619031,122.638371
22,191.629031,124.797333
22,191.639031,128.797024
22,191.649031,131.452074
22,191.659031,132.493182
22,191.669031,131.07785
22,191.679031,128.9841
22,191.689031,126.667425
22,191.699031,125.109485
22,191.709031,124.1527
22,191.719031,122.493434
22,191.729031,121.042766
22,191.739031,119.632437
22,191.859031,144.031629
22,191.869031,140.972669
22,191.879031,138.333712
22,191.889031,138.415451
22,191.899031,137.925699
22,191.909031,136.71903
22,191.919031,135.097818
22,191.929031,132.97368
22,191.939031,131.398218
22,191.949031,129.18066
22,191.959031,128.764927
22,191.969031,130.489429
22,191.979031,130.061289
22,191.989031,129.453986
22,191.999031,128.712824
22,192.009031,128.03278
22,192.019031,127.383823
22,192.029031,126.577464
22,192.039031,123.873782
22,192.049031,121.92696
22,192.059031,121.267113
22,192.069031,120.178211
22,192.079031,119.807217
22,192.089031,119.553152
22,192.099031,119.274648
22,192.109031,119.592312
22,192.119031,118.823845
22,192.129031,118.479258
22,192.139031,118.449288
22,192.149031,118.685422
22,192.159031,119.05073
22,192.169031,119.036328
22,192.179031,118.443879
22,192.189031,119.052718
22,192.199031,120.210008
22,192.209031,120.123281
22,192.219031,121.032586
22,192.229031,121.332685
22,192.239031,121.774021
22,192.249031,122.520936
22,192.259031,121.788007
22,192.269031,121.976281
22,192.279031,120.751197
22,192.289031,121.118392
22,192.299031,122.789461
22,192.309031,124.806743
22,192.319031,135.603627
22,192.389031,80.493854
22,192.399031,77.23121
22,192.439031,76.998161
22,192.449031,87.911527
22,193.129031,138.333912
22,193.139031,139.488987
22,193.149031,141.74095
22,193.159031,142.902414
22,193.169031,144.374262
22,193.179031,145.239763
22,193.189031,145.168885
22,193.199031,145.36003
22,193.209031,147.151271
22,193.219031,148.731288
22,193.229031,150.418915
22,193.239031,152.191458
22,193.249031,153.978034
22,193.259031,155.538213
22,193.269031,156.677255
22,193.279031,157.158207
22,193.289031,161.687562
22,193.299031,163.329657
22,193.309031,163.703413
22,193.319031,163.448539
22,193.329031,161.984109
22,193.339031,161.404163
22,193.349031,163.782095
22,193.359031,170.1259
22,193.369031,173.835166
22,193.379031,174.47526
22,193.389031,172.594435
22,193.399031,171.075021
22,193.409031,170.633601
22,193.419031,170.03593
22,193.429031,169.238646
22,193.439031,168.567117
22,193.449031,167.735681
22,193.459031,165.805434
22,193.469031,164.25091
22,193.479031,162.950572
22,193.489031,161.760149
22,193.499031,160.404795
22,193.509031,158.406812
22,193.519031,156.976002
22,193.529031,155.730076
22,193.539031,153.463464
22,193.549031,153.132786
22,193.559031,144.030904
22,193.569031,136.03646
22,193.579031,136.160708
22,193.589031,143.546417
22,193.599031,147.221483
22,193.609031,145.228537
22,193.619031,142.403496
22,193.629031,139.258278
22,193.639031,134.242578
22,193.649031,132.951914
22,193.659031,128.090435
22,193.669031,124.610444
22,193.679031,128.053408
22,193.689031,136.114519
22,193.699031,135.462081
22,193.709031,135.239368
22,193.719031,133.684082
22,193.729031,130.934977
22,193.739031,126.914372
22,193.749031,127.099484
22,193.759031,128.263348
22,193.769031,129.449058
22,193.779031,132.396697
22,193.789031,135.84711
22,193.799031,139.2315
22,193.809031,140.669377
22,193.819031,141.513473
22,193.829031,142.25588
22,193.839031,142.033574
22,193.849031,140.746827
22,193.859031,138.447532
22,193.869031,137.555895
22,193.879031,133.665406
22,193.929031,151.610717
22,193.939031,149.242553
22,193.949031,149.312262
22,193.959031,149.322079
22,193.969031,148.02433
22,193.979031,145.483451
22,193.989031,142.21862
22,193.999031,138.170877
22,194.009031,134.41215
22,194.019031,130.441306
22,194.029031,127.915117
22,194.039031,124.82334
22,194.049031,123.170757
22,194.059031,122.195612
22,194.069031,120.749078
22,194.079031,119.071364
22,194.089031,119.565145
22,194.099031,119.301638
22,194.109031,119.110194
22,194.119031,120.868781
22,194.129031,121.116344
22,194.139031,122.113926
22,194.149031,122.607937
22,194.159031,124.499064
22,194.169031,121.306858
22,194.179031,124.359199
22,194.189031,126.893764
22,194.199031,128.637052
22,194.209031,128.846322
22,194.219031,129.071374
22,194.229031,128.616073
22,194.239031,128.487083
22,194.249031,129.219403
22,194.259031,130.134615
22,194.269031,132.0838
22,194.279031,133.796944
22,194.289031,134.841912
22,194.299031,135.173215
22,194.309031,133.032506
22,194.329031,399.027138
22,194.339031,383.618767
22,194.349031,363.631232
22,194.359031,366.928804
22,194.389031,81.263344
22,194.399031,128.73459
22,194.409031,128.282322
22,194.419031,128.623811
22,194.429031,129.182396
22,194.439031,127.9652
22,194.449031,126.703226
22,194.459031,126.068206
22,194.469031,125.114054
22,194.479031,123.680043
22,194.489031,122.227406
22,194.499031,122.679916
22,194.509031,123.283444
22,194.519031,124.488368
22,194.529031,123.027007
22,194.539031,121.903513
22,194.549031,120.789531
22,194.569031,351.182235
22,194.579031,348.363892
22,194.739031,134.485768
22,194.749031,133.902165
22,194.759031,133.141631
22,194.769031,131.260155
22,194.779031,129.7442
22,194.789031,128.501906
22,194.799031,128.606332
22,194.809031,128.986772
22,194.819031,129.896111
22,194.829031,130.806324
22,194.839031,131.598106
22,194.849031,131.254428
22,194.859031,130.854717
22,194.869031,129.981185
22,194.879031,128.83528
22,194.889031,127.397768
22,194.899031,126.102062
22,194.909031,125.616
22,194.919031,123.708844
22,195.089031,133.029475
22,195.099031,134.812208
22,195.109031,133.980063
22,195.119031,131.822295
22,195.129031,128.915871
22,195.139031,126.498119
22,195.149031,123.381955
22,195.159031,122.03687
22,195.169031,121.262463
22,195.179031,121.263768
22,195.189031,120.759271
22,195.199031,121.021583
22,195.209031,121.158095
22,195.219031,121.31526
22,195.229031,122.007627
22,195.239031,123.541985
22,195.249031,126.434465
22,195.259031,124.904068
22,195.269031,124.946464
22,195.279031,125.087329
22,195.289031,126.568671
22,195.299031,127.401157
22,195.309031,127.287922
22,195.319031,127.24227
22,195.329031,131.448683
22,195.339031,135.874893
22,195.349031,137.192751
22,195.359031,138.977962
22,195.369031,138.38193
22,195.379031,136.960435
22,195.389031,136.775955
22,195.399031,136.115583
22,195.409031,134.892812
22,195.419031,133.510887
22,195.429031,131.714693
22,195.439031,129.689075
22,195.449031,125.399232
22,195.459031,126.492812
22,195.469031,124.2921
22,195.479031,122.719729
22,195.489031,122.407222
22,195.499031,123.493457
22,195.509031,126.924396
22,195.519031,128.091039
22,195.529031,129.360021
22,195.539031,129.090964
22,195.549031,128.677176
22,195.559031,126.346316
22,195.569031,125.428281
22,195.579031,124.978761
22,195.589031,121.883178
22,195.599031,121.132544
22,195.609031,123.373895
22,195.619031,123.793062
22,195.629031,123.111574
22,195.639031,119.972369
22,195.649031,114.732347
22,195.659031,116.759551
22,195.879031,470.226178
22,195.889031,476.2459
22,195.919031,120.743669
22,195.929031,120.565021
22,195.989031,487.964332
22,195.999031,483.362702
22,196.009031,481.399314
22,196.019031,491.051137
22,196.029031,494.885674
22,196.039031,490.080051
22,196.049031,476.167648
22,196.059031,468.359615
22,196.919031,158.241523
22,196.929031,160.873358
22,196.939031,161.522213
22,196.949031,160.564793
22,196.959031,158.608487
22,196.969031,156.221096
22,196.979031,149.294301
22,197.099031,176.007563
22,197.109031,168.801748
22,197.119031,168.30307
22,197.129031,167.385835
22,197.139031,166.220387
22,197.149031,164.59998
22,197.159031,150.73891
22,197.249031,148.740506
22,197.259031,148.509429
22,197.269031,145.058055
22,197.279031,137.240732
22,197.379031,159.748739
22,197.389031,155.391571
22,197.399031,154.480347
22,197.409031,153.394281
22,197.419031,152.28097
22,197.429031,151.334361
22,197.439031,150.60484
22,197.449031,149.250785
22,197.459031,141.828601
22,197.499031,151.940188
22,197.509031,151.80618
22,197.519031,152.666102
22,197.529031,152.113586
22,197.539031,149.691131
22,197.549031,144.287428
22,197.559031,138.338594
22,197.569031,132.900303
22,197.579031,130.873684
22,197.589031,130.666117
22,197.599031,130.72012
22,197.609031,131.95837
22,197.619031,132.902051
22,197.629031,132.56845
22,197.639031,131.764935
22,197.649031,130.216883
22,197.659031,127.97121
22,197.669031,126.569168
22,197.679031,127.542527
22,197.689031,127.718583
22,197.699031,128.285578
22,197.709031,129.289555
22,197.719031,130.461822
22,197.729031,130.341958
22,197.739031,130.544585
22,197.749031,130.781538
22,197.759031,130.577957
22,197.769031,130.91114
22,197.779031,132.184674
22,197.789031,132.077033
22,197.799031,132.818408
22,197.809031,132.834573
22,197.819031,133.348118
22,197.829031,134.255236
22,197.839031,135.660072
22,197.849031,136.267091
22,197.859031,136.4861
22,197.869031,136.801251
22,197.879031,137.614243
22,197.889031,138.042193
22,197.899031,141.540416
22,197.909031,141.712984
22,197.919031,142.137052
22,197.929031,141.722717
22,197.939031,134.414131
22,198.059031,130.748465
22,198.069031,129.178721
22,198.079031,127.104061
22,198.089031,125.332305
22,198.099031,124.242828
22,198.109031,123.604496
22,198.119031,122.574849
22,198.129031,122.403164
22,198.139031,122.549889
22,198.149031,123.461699
22,198.159031,123.834725
22,198.169031,123.510224
22,198.179031,123.268955
22,198.189031,121.485578
22,198.199031,122.358622
22,198.669031,121.481117
22,198.679031,141.267722
22,198.689031,138.473988
22,198.699031,138.474966
22,198.709031,136.473836
22,198.719031,133.108557
22,198.729031,131.779576
22,198.739031,131.194914
22,198.749031,129.633449
22,198.759031,123.368868
22,198.769031,120.641715
22,198.779031,122.808904
22,198.789031,124.197874
22,198.839031,143.079985
22,198.849031,137.67235
22,198.859031,133.525681
22,198.869031,130.760988
22,198.879031,128.462955
22,198.889031,124.937966
22,199.159031,145.86633
22,199.169031,145.152162
22,199.179031,144.510854
22,199.189031,142.777047
22,199.199031,141.789816
22,199.209031,140.794467
22,199.219031,139.544268
22,199.229031,139.077542
22,199.239031,139.582922
22,199.249031,140.764422
22,199.259031,142.021259
22,199.269031,142.761722
22,199.279031,141.582661
22,199.289031,139.386384
22,199.299031,136.551991
22,199.499031,128.097724
22,199.509031,127.662569
22,199.549031,123.905597
22,199.559031,128.345095
22,199.569031,131.380052
22,199.579031,133.128911
22,199.589031,134.288534
22,199.599031,135.837751
22,199.609031,135.696056
22,199.619031,134.804358
22,199.629031,133.230461
22,199.639031,130.890865
22,199.649031,128.103678
22,199.659031,132.189352
22,199.669031,129.109434
22,199.679031,126.885913
22,199.689031,124.387701
22,199.699031,126.249329
22,199.709031,136.569015
22,199.719031,135.942981
22,199.729031,129.7914
22,199.739031,127.368258
22,199.749031,125.934556
22,199.759031,124.215656
22,199.769031,124.144516
22,199.779031,123.095467
22,199.789031,122.49605
22,199.799031,121.908073
22,199.809031,121.190509
22,199.819031,121.528868
22,199.829031,121.84117
22,199.839031,121.376465
22,199.849031,121.484402
22,199.859031,120.834386
22,199.869031,118.892861
22,199.879031,116.510059
22,199.889031,115.938683
22,199.899031,119.307031
22,199.909031,121.025668
22,199.919031,131.690388
22,199.949031,490.062619
22,199.959031,497.474231
22,200.019031,128.290749
22,200.029031,128.668594
22,200.039031,129.346514
22,200.049031,126.058009
22,200.059031,124.488244
22,200.069031,123.323051
22,200.079031,122.103616
22,200.089031,120.658061
22,200.099031,118.588318
22,200.109031,117.551386
22,200.119031,118.151307
22,200.379031,155.257596
22,200.389031,153.178567
22,200.399031,149.229719
22,200.409031,145.715672
22,200.419031,143.249381
22,200.429031,139.449185
22,200.439031,138.838737
22,200.449031,137.984797
22,200.459031,135.651818
22,200.469031,133.162359
22,200.479031,131.834999
22,200.489031,130.597391
22,200.499031,130.033893
22,200.509031,128.925005
22,200.519031,127.79101
22,200.529031,126.19997
22,200.539031,125.550816
22,200.549031,126.120945
22,200.559031,130.227994
22,200.569031,128.445207
22,200.579031,126.753266
22,200.589031,124.960379
22,200.599031,127.79706
22,200.639031,465.426039
22,200.649031,473.219844
22,200.659031,473.2036
22,200.669031,456.387757
22,200.679031,444.10608
22,200.829031,135.418054
22,200.839031,136.212739
22,200.849031,135.614288
22,200.859031,133.920249
22,200.869031,133.401121
22,200.879031,132.05184
22,200.889031,130.966694
22,200.899031,131.466052
22,200.909031,133.153895
22,200.919031,133.699284
22,201.009031,136.494727
22,201.019031,136.088381
22,201.029031,133.720935
22,201.039031,132.246191
22,201.049031,131.357947
22,201.059031,129.498696
22,201.069031,128.741882
22,201.079031,128.166365
22,201.089031,126.254299
22,201.099031,126.646877
22,201.109031,125.767234
22,201.119031,124.661948
22,201.129031,126.057981
22,201.139031,128.097673
22,201.149031,132.62388
22,201.159031,129.700187
22,201.169031,129.753987
22,201.179031,130.518088
22,201.189031,129.072694
22,201.199031,128.357761
22,201.209031,131.933388
22,201.219031,125.219601
22,201.229031,123.49067
22,201.239031,122.399167
22,201.249031,123.077742
22,201.259031,122.633213
22,201.269031,122.652406
22,201.279031,121.784351
22,201.289031,121.893704
22,201.299031,122.641172
22,201.309031,123.373662
22,201.319031,123.759089
22,201.329031,124.075772
22,201.339031,123.926883
22,201.349031,122.756702
22,201.359031,121.339752
22,201.369031,124.937108
22,201.379031,125.023542
22,201.389031,124.998908
22,201.399031,124.364992
22,201.409031,124.354112
22,201.419031,124.856599
22,201.429031,123.82375
22,201.439031,121.509124
22,201.449031,120.013544
22,201.459031,118.001237
22,201.469031,115.857133
22,201.539031,126.945072
22,201.549031,126.15844
22,201.559031,128.431949
22,201.569031,129.974275
22,201.579031,131.347344
22,201.589031,130.473619
22,201.599031,128.983517
22,201.609031,128.136
22,201.619031,127.098109
22,201.629031,125.434558
22,201.639031,124.692052
22,201.649031,124.07904
22,201.659031,122.228419
22,201.669031,121.213291
22,201.679031,120.38057
22,201.689031,119.432697
22,201.699031,118.909216
22,201.709031,117.955732
22,201.719031,118.284609
22,201.879031,80.87112
22,202.699031,139.978284
22,202.709031,136.313784
22,202.719031,135.66748
22,202.729031,134.415328
22,202.739031,130.302301
22,202.749031,127.73953
22,202.759031,121.27731
22,202.809031,131.364533
22,202.819031,130.915146
22,202.829031,145.90913
22,202.839031,147.245197
22,202.849031,148.024366
22,202.859031,148.684999
22,202.869031,149.650429
22,202.879031,151.27848
22,202.889031,152.715265
22,202.899031,154.634537
22,202.909031,156.424533
22,202.919031,158.602364
22,202.929031,160.46323
22,202.939031,162.157214
22,202.949031,162.362242
22,202.959031,162.126243
22,202.969031,160.93152
22,202.979031,160.774202
22,203.169031,156.581052
22,203.179031,149.796441
22,203.189031,145.051756
22,203.199031,145.566214
22,203.209031,140.229543
22,203.219031,132.530426
22,203.229031,124.865755
22,203.309031,147.848894
22,203.319031,141.591404
22,203.329031,138.378787
22,203.339031,137.941513
22,203.349031,136.358803
22,203.359031,137.112134
22,203.369031,137.856338
22,203.379031,138.209589
22,203.389031,136.158515
22,203.399031,136.557287
22,203.409031,138.836911
22,203.419031,144.971346
22,203.429031,147.291826
22,203.439031,148.420862
22,203.449031,149.345687
22,203.459031,150.488112
22,203.469031,150.711894
22,203.479031,153.768133
22,203.489031,153.896468
22,203.499031,153.612956
22,203.509031,152.551285
22,203.519031,152.917545
22,203.529031,154.25827
22,203.539031,155.065917
22,203.549031,156.282481
22,203.559031,156.605783
22,203.569031,155.657945
22,203.579031,154.811848
22,203.589031,154.177053
22,203.599031,153.775547
22,203.609031,154.041839
22,203.619031,155.088806
22,203.629031,154.663128
22,203.639031,153.318644
22,203.649031,151.030909
22,203.659031,149.202119
22,203.669031,146.929962
22,203.679031,144.015136
22,203.689031,141.065717
22,203.699031,137.054336
22,203.709031,134.536807
22,203.719031,130.166424
22,203.729031,125.743658
22,203.739031,130.766287
22,203.749031,125.011804
22,203.759031,123.488139
22,203.769031,123.434986
22,203.779031,122.965223
22,203.789031,122.15754
22,203.799031,122.870285
22,203.809031,122.867927
22,203.819031,120.327638
22,203.829031,119.901544
22,203.839031,118.814232
22,203.849031,119.204447
22,203.859031,118.902764
22,203.869031,118.966693
22,203.879031,119.420378
22,203.889031,119.036334
22,203.899031,121.450849
22,203.909031,121.759987
22,203.919031,121.675279
22,203.929031,121.643914
22,203.939031,122.78627
22,203.949031,123.369098
22,203.959031,126.572112
22,203.969031,129.601255
22,204.099031,136.655177
22,204.109031,138.948501
22,204.119031,135.126567
22,204.129031,131.624567
22,204.139031,126.880245
22,204.149031,123.032859
22,204.199031,128.458337
22,204.209031,130.023008
22,204.219031,132.391052
22,204.229031,132.687643
22,204.239031,132.506482
22,204.249031,131.057894
22,204.259031,130.455682
22,204.269031,131.214031
22,204.279031,132.508873
22,204.289031,132.303156
22,204.299031,130.394526
22,204.309031,130.3209
22,204.319031,130.719388
22,204.329031,131.225804
22,204.339031,131.88339
22,204.349031,132.932011
22,204.359031,132.850987
22,204.369031,133.440729
22,204.379031,133.932255
22,204.389031,134.62736
22,204.399031,134.680754
22,204.409031,134.093867
22,204.419031,132.581699
22,204.429031,131.131066
22,204.439031,130.1424
22,204.449031,126.292726
22,204.459031,122.363196
22,204.469031,119.791782
22,204.589031,135.243028
22,204.599031,131.222043
22,204.609031,129.560688
22,204.619031,127.07736
22,204.629031,125.39781
22,204.639031,123.38813
22,204.649031,121.159878
22,204.659031,120.683474
22,204.669031,120.389564
22,204.679031,119.788282
22,204.689031,120.268672
22,204.699031,123.163761
22,204.709031,121.648077
22,204.719031,119.267692
22,204.859031,126.777806
22,204.869031,126.111407
22,204.879031,124.454209
22,204.889031,123.95583
22,204.899031,123.627156
22,204.909031,126.605974
22,204.999031,135.415833
22,205.009031,129.029689
22,205.019031,126.139615
22,205.029031,123.359404
22,205.039031,123.297454
22,205.049031,123.783245
22,205.059031,122.7925
22,205.069031,123.494907
22,205.079031,124.479696
22,205.099031,469.317273
22,205.109031,462.485451
22,205.119031,466.991611
22,205.129031,467.531545
22,205.249031,498.312104
22,205.259031,486.913447
22,205.269031,491.505519
22,205.439031,76.55239
22,205.449031,80.570756
22,205.549031,79.293499
22,205.559031,78.35874
22,205.569031,82.89072
22,206.259031,156.251768
22,206.269031,153.317856
22,206.279031,154.071862
22,206.289031,154.30603
22,206.299031,155.072108
22,206.309031,134.706176
22,206.319031,135.767517
22,206.329031,138.555471
22,206.339031,146.998859
22,206.349031,148.922128
22,206.359031,150.923221
22,206.369031,152.952254
22,206.379031,155.254558
22,206.389031,154.99906
22,206.399031,153.170933
22,206.409031,150.332093
22,206.419031,146.376485
22,206.429031,141.241339
22,206.439031,136.939209
22,206.449031,132.913042
22,206.459031,130.268349
22,206.469031,129.347187
22,206.479031,129.760768
22,206.489031,129.752944
22,206.499031,128.767499
22,206.509031,126.910865
22,206.519031,123.888258
22,206.529031,121.572492
22,206.539031,118.633675
22,206.549031,117.060224
22,206.559031,115.620769
22,206.569031,115.112017
22,206.579031,113.924117
22,206.589031,113.171722
22,206.599031,114.063956
22,206.609031,113.980961
22,206.619031,113.048356
22,207.109031,136.659863
22,207.119031,131.39733
22,207.129031,126.930525
22,207.139031,124.855445
22,207.149031,123.260513
22,207.159031,121.834205
22,207.169031,121.763531
22,207.179031,121.192315
22,207.189031,120.810232
22,207.199031,120.948411
22,207.209031,121.066391
22,207.219031,119.974761
22,207.229031,119.807855
22,207.239031,118.94513
22,207.249031,119.577261
22,207.259031,121.806749
22,207.269031,131.669526
22,207.769031,205.248145
22,207.779031,203.287528
22,207.789031,206.922796
23,197.411729,87.810006
23,197.421729,94.883672
23,197.431729,95.527622
23,197.441729,97.666401
23,197.451729,97.922135
23,197.461729,98.511571
23,197.471729,98.469087
23,197.481729,97.383352
23,197.491729,100.017914
23,197.501729,100.351191
23,197.511729,99.863523
23,197.521729,100.054953
23,197.531729,100.573858
23,197.541729,101.314962
23,197.551729,103.327269
23,197.561729,101.79279
23,197.571729,101.455167
23,197.581729,100.238483
23,197.591729,98.290565
23,197.701729,112.59256
23,197.711729,111.098035
23,197.721729,110.773187
23,197.731729,110.983426
23,197.741729,111.561864
23,197.751729,112.520283
23,197.761729,116.719342
23,197.771729,118.642351
23,197.781729,118.9121
23,197.791729,119.634805
23,197.801729,120.194613
23,197.811729,120.770379
23,197.821729,121.062406
23,197.831729,123.425733
23,197.841729,121.594606
23,197.851729,120.487948
23,197.861729,119.515784
23,197.871729,117.656713
23,197.881729,117.407682
23,197.891729,117.06868
23,197.901729,115.840988
23,197.911729,113.994328
23,197.921729,111.560418
23,197.931729,106.45414
23,198.051729,484.981372
23,198.061729,477.933732
23,198.071729,468.20481
23,198.081729,460.951739
23,198.091729,453.812622
23,198.101729,444.456029
23,198.111729,442.823093
23,198.201729,97.146787
23,198.211729,97.229468
23,198.221729,97.287732
23,198.231729,97.10312
23,198.241729,97.810997
23,198.251729,98.005685
23,198.261729,97.596505
23,198.271729,94.09446
23,198.461729,112.573737
23,198.471729,91.62227
23,198.481729,92.839149
23,198.491729,93.724149
23,198.501729,93.574631
23,198.511729,93.390238
23,198.521729,94.319712
23,198.531729,94.93009
23,198.541729,95.215064
23,198.551729,95.970143
23,198.561729,96.090499
23,198.571729,96.04855
23,198.581729,95.862298
23,198.591729,96.591278
23,198.601729,97.061344
23,198.611729,95.693773
23,198.621729,93.506937
23,198.631729,91.052374
23,198.671729,94.13539
23,198.681729,94.13373
23,198.691729,97.544293
23,198.701729,96.611431
23,198.711729,95.212686
23,198.721729,93.904281
23,198.731729,92.884816
23,198.741729,92.404431
23,198.751729,91.675843
23,198.761729,91.243019
23,198.771729,91.027031
23,198.781729,90.332622
23,198.791729,87.521176
23,198.941729,92.253273
23,198.951729,89.763064
23,198.961729,88.485552
23,198.971729,88.913216
23,198.981729,87.95113
23,198.991729,87.418601
23,199.001729,89.555917
23,199.011729,88.375224
23,199.021729,87.781119
23,199.031729,87.506562
23,199.041729,87.394421
23,199.051729,85.127804
23,199.061729,79.007252
23,199.071729,78.831122
23,199.081729,76.390461
23,199.091729,76.359609
23,199.101729,75.625877
23,199.111729,89.99044
23,199.121729,78.092837
23,199.131729,78.156765
23,199.141729,82.583201
23,199.151729,83.324051
23,199.161729,84.743488
23,199.171729,84.309226
23,199.181729,83.856584
23,199.191729,83.86948
23,199.201729,84.316828
23,199.211729,83.541503
23,199.221729,83.459211
23,199.231729,83.609239
23,199.241729,83.463722
23,199.251729,82.787981
23,199.261729,82.664444
23,199.271729,82.025073
23,199.281729,81.76782
23,199.291729,81.598109
23,199.301729,81.446271
23,199.311729,81.171033
23,199.321729,80.617993
23,199.331729,80.466763
23,199.341729,80.801345
23,199.351729,82.261564
23,199.361729,89.994944
23,199.371729,90.109817
23,199.631729,91.02913
23,199.641729,90.827141
23,199.651729,91.016851
23,199.661729,91.380532
23,199.671729,88.163352
23,199.681729,86.297496
23,199.691729,84.323964
23,199.701729,83.102713
23,199.711729,83.262022
23,199.721729,84.737977
23,199.731729,85.254411
23,199.741729,88.856325
23,199.751729,91.471191
23,199.761729,92.334487
23,199.771729,93.398384
23,199.781729,94.378791
23,199.791729,95.234257
23,199.801729,95.367717
23,199.811729,93.189702
23,199.821729,92.973436
23,199.911729,106.760204
23,199.921729,107.712709
23,199.931729,89.695561
23,199.941729,95.183188
23,199.951729,94.773854
23,199.961729,94.837452
23,199.971729,94.622636
23,199.981729,94.922577
23,199.991729,91.994005
23,200.081729,93.7613
23,200.091729,93.104712
23,200.101729,89.753054
23,200.241729,91.899708
23,200.251729,91.910119
23,200.261729,91.363284
23,200.271729,90.326506
23,200.281729,88.482827
23,200.291729,84.74205
23,200.301729,80.615322
23,200.371729,97.329126
23,200.381729,92.4648
23,200.391729,91.127112
23,200.401729,89.153446
23,200.411729,87.677867
23,200.421729,86.929293
23,200.431729,86.712515
23,200.441729,85.968366
23,200.451729,85.737926
23,200.461729,85.850423
23,200.471729,84.175595
23,200.481729,84.436165
23,200.491729,83.906696
23,200.501729,79.266208
23,200.511729,78.965313
23,200.521729,77.85198
23,200.531729,77.701796
23,200.541729,82.113051
23,200.551729,81.941067
23,200.561729,81.682147
23,200.571729,81.756711
23,200.581729,84.934985
23,200.591729,81.592097
23,200.601729,79.953426
23,200.611729,80.324049
23,200.741729,83.703115
23,200.751729,89.767514
23,200.761729,88.361613
23,200.771729,86.855991
23,200.781729,85.948664
23,200.791729,85.081711
23,200.801729,84.091776
23,200.811729,83.725163
23,200.821729,83.358517
23,200.831729,83.231996
23,200.841729,83.606361
23,200.851729,84.198743
23,200.861729,84.029138
23,200.871729,83.005942
23,200.881729,83.90914
23,200.891729,84.10513
23,200.901729,83.649907
23,200.911729,82.102467
23,200.921729,80.704479
23,200.931729,79.523532
23,200.941729,80.971722
23,200.951729,81.750003
23,200.961729,82.051156
