trial_id,subject,block,condition,trial,rt,correct
1549,s28,2,congruent,5,726,1
1550,s28,2,congruent,6,614,1
1551,s28,2,congruent,7,837,1
1552,s28,2,congruent,8,1088,1
1553,s28,2,congruent,9,845,1
1554,s28,2,congruent,10,865,1
1555,s28,2,congruent,11,644,1
1556,s28,2,congruent,12,756,1
1557,s28,2,incongruent,1,787,1
1558,s28,2,incongruent,2,807,0
1559,s28,2,incongruent,3,1032,1
1560,s28,2,incongruent,4,842,1
1561,s28,2,incongruent,5,1022,1
1562,s28,2,incongruent,6,778,1
1563,s28,2,incongruent,7,551,1
1564,s28,2,incongruent,8,831,1
1565,s28,2,incongruent,9,701,1
1566,s28,2,incongruent,10,659,1
1567,s28,2,incongruent,11,702,1
1568,s28,2,incongruent,12,876,1
1569,s29,0,congruent,1,918,1
1570,s29,0,congruent,2,902,1
1571,s29,0,congruent,3,1581,0
1572,s29,0,congruent,4,794,1
1573,s29,0,incongruent,1,1067,1
1574,s29,0,incongruent,2,969,0
1575,s29,0,incongruent,3,1871,1
1576,s29,0,incongruent,4,890,1
1577,s29,1,congruent,1,5337,1
1578,s29,1,congruent,2,381,1
1579,s29,1,congruent,3,425,1
1580,s29,1,congruent,4,976,1
1581,s29,1,congruent,5,336,1
1582,s29,1,congruent,6,805,1
1583,s29,1,congruent,7,694,1
1584,s29,1,congruent,8,1100,1
1585,s29,1,congruent,9,1080,1
1586,s29,1,congruent,10,694,1
1587,s29,1,congruent,11,883,1
1588,s29,1,congruent,12,601,1
1589,s29,1,incongruent,1,754,1
1590,s29,1,incongruent,2,1054,1
1591,s29,1,incongruent,3,1045,1
1592,s29,1,incongruent,4,1001,1
1593,s29,1,incongruent,5,750,1
1594,s29,1,incongruent,6,587,1
1595,s29,1,incongruent,7,938,1
1596,s29,1,incongruent,8,973,1
1597,s29,1,incongruent,9,679,1
1598,s29,1,incongruent,10,936,1
1599,s29,1,incongruent,11,1079,1
1600,s29,1,incongruent,12,749,1
1601,s29,2,congruent,1,666,1
1602,s29,2,congruent,2,893,1
1603,s29,2,congruent,3,891,1
1604,s29,2,congruent,4,773,1
1605,s29,2,congruent,5,642,1
1606,s29,2,congruent,6,766,1
1607,s29,2,congruent,7,530,1
1608,s29,2,congruent,8,621,1
1609,s29,2,congruent,9,766,1
1610,s29,2,congruent,10,615,1
1611,s29,2,congruent,11,474,1
1612,s29,2,congruent,12,692,1
1613,s29,2,incongruent,1,912,1
1614,s29,2,incongruent,2,515,1
1615,s29,2,incongruent,3,930,1
1616,s29,2,incongruent,4,697,1
1617,s29,2,incongruent,5,850,1
1618,s29,2,incongruent,6,1078,1
1619,s29,2,incongruent,7,852,1
1620,s29,2,incongruent,8,580,1
1621,s29,2,incongruent,9,680,1
1622,s29,2,incongruent,10,676,1
1623,s29,2,incongruent,11,929,1
1624,s29,2,incongruent,12,919,1
1625,s30,0,congruent,1,765,1
1626,s30,0,congruent,2,346,1
1627,s30,0,congruent,3,445,0
1628,s30,0,congruent,4,458,0
1629,s30,0,incongruent,1,612,1
1630,s30,0,incongruent,2,699,1
1631,s30,0,incongruent,3,586,1
1632,s30,0,incongruent,4,760,1
1633,s30,1,congruent,1,412,1
1634,s30,1,congruent,2,272,1
1635,s30,1,congruent,3,295,1
1636,s30,1,congruent,4,282,1
1637,s30,1,congruent,5,363,1
1638,s30,1,congruent,6,544,1
1639,s30,1,congruent,7,312,1
1640,s30,1,congruent,8,447,1
1641,s30,1,congruent,9,3942,1
1642,s30,1,congruent,10,216,1
1643,s30,1,congruent,11,401,1
1644,s30,1,congruent,12,257,1
1645,s30,1,incongruent,1,213,1
1646,s30,1,incongruent,2,226,1
1647,s30,1,incongruent,3,315,1
1648,s30,1,incongruent,4,241,1
1649,s30,1,incongruent,5,294,1
1650,s30,1,incongruent,6,197,0
1651,s30,1,incongruent,7,196,1
1652,s30,1,incongruent,8,269,1
1653,s30,1,incongruent,9,4442,1
1654,s30,1,incongruent,10,247,1
1655,s30,1,incongruent,11,199,1
1656,s30,1,incongruent,12,295,1
1657,s30,2,congruent,1,5068,1
1658,s30,2,congruent,2,308,1
1659,s30,2,congruent,3,238,1
1660,s30,2,congruent,4,360,1
1661,s30,2,congruent,5,291,1
1662,s30,2,congruent,6,399,1
1663,s30,2,congruent,7,269,1
1664,s30,2,congruent,8,240,1
1665,s30,2,congruent,9,338,1
1666,s30,2,congruent,10,212,0
1667,s30,2,congruent,11,355,1
1668,s30,2,congruent,12,404,1
1669,s30,2,incongruent,1,229,1
1670,s30,2,incongruent,2,186,1
1671,s30,2,incongruent,3,285,1
1672,s30,2,incongruent,4,214,1
1673,s30,2,incongruent,5,354,1
1674,s30,2,incongruent,6,221,1
1675,s30,2,incongruent,7,226,1
1676,s30,2,incongruent,8,425,1
1677,s30,2,incongruent,9,260,1
1678,s30,2,incongruent,10,311,1
1679,s30,2,incongruent,11,266,0
1680,s30,2,incongruent,12,201,1
1681,s31,0,congruent,1,750,1
1682,s31,0,congruent,2,394,0
1683,s31,0,congruent,3,480,1
1684,s31,0,congruent,4,917,0
1685,s31,0,incongruent,1,1348,1
1686,s31,0,incongruent,2,569,1
1687,s31,0,incongruent,3,743,1
1688,s31,0,incongruent,4,874,1
1689,s31,1,congruent,1,368,1
1690,s31,1,congruent,2,432,1
1691,s31,1,congruent,3,530,1
1692,s31,1,congruent,4,439,1
1693,s31,1,congruent,5,276,1
1694,s31,1,congruent,6,513,1
1695,s31,1,congruent,7,770,1
1696,s31,1,congruent,8,546,1
1697,s31,1,congruent,9,253,1
1698,s31,1,congruent,10,525,1
1699,s31,1,congruent,11,388,1
1700,s31,1,congruent,12,607,1
1701,s31,1,incongruent,1,376,1
1702,s31,1,incongruent,2,311,1
1703,s31,1,incongruent,3,354,1
1704,s31,1,incongruent,4,418,1
1705,s31,1,incongruent,5,417,0
1706,s31,1,incongruent,6,352,0
1707,s31,1,incongruent,7,491,1
1708,s31,1,incongruent,8,511,1
1709,s31,1,incongruent,9,381,1
1710,s31,1,incongruent,10,257,1
1711,s31,1,incongruent,11,355,1
1712,s31,1,incongruent,12,417,1
1713,s31,2,congruent,1,437,1
1714,s31,2,congruent,2,622,1
1715,s31,2,congruent,3,454,1
1716,s31,2,congruent,4,420,1
1717,s31,2,congruent,5,459,1
1718,s31,2,congruent,6,492,1
1719,s31,2,congruent,7,362,1
1720,s31,2,congruent,8,527,1
1721,s31,2,congruent,9,409,1
1722,s31,2,congruent,10,607,1
1723,s31,2,congruent,11,336,1
1724,s31,2,congruent,12,477,1
1725,s31,2,incongruent,1,561,1
1726,s31,2,incongruent,2,286,1
1727,s31,2,incongruent,3,379,1
1728,s31,2,incongruent,4,612,1
1729,s31,2,incongruent,5,354,1
1730,s31,2,incongruent,6,199,1
1731,s31,2,incongruent,7,272,1
1732,s31,2,incongruent,8,481,1
1733,s31,2,incongruent,9,298,1
1734,s31,2,incongruent,10,352,1
1735,s31,2,incongruent,11,315,1
1736,s31,2,incongruent,12,348,1
1737,s32,0,congruent,1,858,1
1738,s32,0,congruent,2,1030,1
1739,s32,0,congruent,3,850,0
1740,s32,0,congruent,4,1032,1
1741,s32,0,incongruent,1,586,1
1742,s32,0,incongruent,2,1485,0
1743,s32,0,incongruent,3,786,1
1744,s32,0,incongruent,4,1000,0
1745,s32,1,congruent,1,830,1
1746,s32,1,congruent,2,676,1
1747,s32,1,congruent,3,648,1
1748,s32,1,congruent,4,677,1
1749,s32,1,congruent,5,896,1
1750,s32,1,congruent,6,772,1
1751,s32,1,congruent,7,608,1
1752,s32,1,congruent,8,746,1
1753,s32,1,congruent,9,756,1
1754,s32,1,congruent,10,758,1
1755,s32,1,congruent,11,652,1
1756,s32,1,congruent,12,413,1
1757,s32,1,incongruent,1,1267,1
1758,s32,1,incongruent,2,706,1
1759,s32,1,incongruent,3,773,1
1760,s32,1,incongruent,4,719,1
1761,s32,1,incongruent,5,878,1
1762,s32,1,incongruent,6,995,1
1763,s32,1,incongruent,7,905,1
1764,s32,1,incongruent,8,940,1
1765,s32,1,incongruent,9,915,1
1766,s32,1,incongruent,10,733,1
1767,s32,1,incongruent,11,758,1
1768,s32,1,incongruent,12,897,1
1769,s32,2,congruent,1,604,1
1770,s32,2,congruent,2,791,1
1771,s32,2,congruent,3,681,1
1772,s32,2,congruent,4,659,1
1773,s32,2,congruent,5,5019,1
1774,s32,2,congruent,6,948,0
1775,s32,2,congruent,7,710,1
1776,s32,2,congruent,8,694,1
1777,s32,2,congruent,9,570,1
1778,s32,2,congruent,10,790,0
1779,s32,2,congruent,11,622,1
1780,s32,2,congruent,12,736,1
1781,s32,2,incongruent,1,765,1
1782,s32,2,incongruent,2,755,1
1783,s32,2,incongruent,3,1669,1
1784,s32,2,incongruent,4,864,1
1785,s32,2,incongruent,5,1056,1
1786,s32,2,incongruent,6,1231,1
1787,s32,2,incongruent,7,890,1
1788,s32,2,incongruent,8,1279,1
1789,s32,2,incongruent,9,730,1
1790,s32,2,incongruent,10,861,1
1791,s32,2,incongruent,11,973,1
1792,s32,2,incongruent,12,798,1
1793,s33,0,congruent,1,931,1
1794,s33,0,congruent,2,710,1
1795,s33,0,congruent,3,827,1
1796,s33,0,congruent,4,647,1
1797,s33,0,incongruent,1,723,1
1798,s33,0,incongruent,2,861,1
1799,s33,0,incongruent,3,708,1
1800,s33,0,incongruent,4,551,1
1801,s33,1,congruent,1,425,1
1802,s33,1,congruent,2,427,1
1803,s33,1,congruent,3,656,1
1804,s33,1,congruent,4,457,1
1805,s33,1,congruent,5,678,1
1806,s33,1,congruent,6,464,1
1807,s33,1,congruent,7,704,1
1808,s33,1,congruent,8,588,1
1809,s33,1,congruent,9,634,1
1810,s33,1,congruent,10,362,1
1811,s33,1,congruent,11,530,1
1812,s33,1,congruent,12,567,1
1813,s33,1,incongruent,1,253,1
1814,s33,1,incongruent,2,327,1
1815,s33,1,incongruent,3,240,1
1816,s33,1,incongruent,4,272,1
1817,s33,1,incongruent,5,300,1
1818,s33,1,incongruent,6,266,0
1819,s33,1,incongruent,7,290,1
1820,s33,1,incongruent,8,232,1
1821,s33,1,incongruent,9,245,1
1822,s33,1,incongruent,10,251,1
1823,s33,1,incongruent,11,304,1
1824,s33,1,incongruent,12,251,1
1825,s33,2,congruent,1,368,1
1826,s33,2,congruent,2,458,0
1827,s33,2,congruent,3,712,1
1828,s33,2,congruent,4,441,1
1829,s33,2,congruent,5,642,1
1830,s33,2,congruent,6,401,1
1831,s33,2,congruent,7,541,1
1832,s33,2,congruent,8,279,1
1833,s33,2,congruent,9,387,1
1834,s33,2,congruent,10,375,1
1835,s33,2,congruent,11,421,1
1836,s33,2,congruent,12,634,1
1837,s33,2,incongruent,1,305,1
1838,s33,2,incongruent,2,251,1
1839,s33,2,incongruent,3,289,1
1840,s33,2,incongruent,4,250,1
1841,s33,2,incongruent,5,352,0
1842,s33,2,incongruent,6,223,1
1843,s33,2,incongruent,7,260,1
1844,s33,2,incongruent,8,375,1
1845,s33,2,incongruent,9,196,1
1846,s33,2,incongruent,10,268,1
1847,s33,2,incongruent,11,234,1
1848,s33,2,incongruent,12,298,1
1849,s34,0,congruent,1,560,0
1850,s34,0,congruent,2,647,1
1851,s34,0,congruent,3,515,0
1852,s34,0,congruent,4,1301,1
1853,s34,0,incongruent,1,545,0
1854,s34,0,incongruent,2,439,1
1855,s34,0,incongruent,3,410,0
1856,s34,0,incongruent,4,330,1
1857,s34,1,congruent,1,328,1
1858,s34,1,congruent,2,453,1
1859,s34,1,congruent,3,552,1
1860,s34,1,congruent,4,422,1
1861,s34,1,congruent,5,368,1
1862,s34,1,congruent,6,375,1
1863,s34,1,congruent,7,345,1
1864,s34,1,congruent,8,375,1
1865,s34,1,congruent,9,259,0
1866,s34,1,congruent,10,395,1
1867,s34,1,congruent,11,413,1
1868,s34,1,congruent,12,333,1
1869,s34,1,incongruent,1,261,1
1870,s34,1,incongruent,2,310,1
1871,s34,1,incongruent,3,367,1
1872,s34,1,incongruent,4,277,1
1873,s34,1,incongruent,5,336,1
1874,s34,1,incongruent,6,380,1
1875,s34,1,incongruent,7,363,1
1876,s34,1,incongruent,8,384,1
1877,s34,1,incongruent,9,196,1
1878,s34,1,incongruent,10,326,1
1879,s34,1,incongruent,11,393,1
1880,s34,1,incongruent,12,248,1
1881,s34,2,congruent,1,236,1
1882,s34,2,congruent,2,439,1
1883,s34,2,congruent,3,339,1
1884,s34,2,congruent,4,416,1
1885,s34,2,congruent,5,137,1
1886,s34,2,congruent,6,571,1
1887,s34,2,congruent,7,382,1
1888,s34,2,congruent,8,412,1
1889,s34,2,congruent,9,403,1
1890,s34,2,congruent,10,453,1
1891,s34,2,congruent,11,306,1
1892,s34,2,congruent,12,568,1
1893,s34,2,incongruent,1,245,1
1894,s34,2,incongruent,2,309,1
1895,s34,2,incongruent,3,276,1
1896,s34,2,incongruent,4,282,1
1897,s34,2,incongruent,5,408,1
1898,s34,2,incongruent,6,281,1
1899,s34,2,incongruent,7,403,1
1900,s34,2,incongruent,8,284,1
1901,s34,2,incongruent,9,324,1
1902,s34,2,incongruent,10,298,1
1903,s34,2,incongruent,11,378,1
1904,s34,2,incongruent,12,383,1
1905,s35,0,congruent,1,967,1
1906,s35,0,congruent,2,1150,1
1907,s35,0,congruent,3,1034,0
1908,s35,0,congruent,4,1301,1
1909,s35,0,incongruent,1,759,1
1910,s35,0,incongruent,2,1131,1
1911,s35,0,incongruent,3,1013,0
1912,s35,0,incongruent,4,649,0
1913,s35,1,congruent,1,852,1
1914,s35,1,congruent,2,711,1
1915,s35,1,congruent,3,966,1
1916,s35,1,congruent,4,1177,1
1917,s35,1,congruent,5,812,1
1918,s35,1,congruent,6,853,0
1919,s35,1,congruent,7,649,1
1920,s35,1,congruent,8,834,1
1921,s35,1,congruent,9,1042,0
1922,s35,1,congruent,10,860,1
1923,s35,1,congruent,11,805,1
1924,s35,1,congruent,12,1245,1
1925,s35,1,incongruent,1,683,1
1926,s35,1,incongruent,2,629,1
1927,s35,1,incongruent,3,944,1
1928,s35,1,incongruent,4,750,1
1929,s35,1,incongruent,5,708,1
1930,s35,1,incongruent,6,897,1
1931,s35,1,incongruent,7,943,1
1932,s35,1,incongruent,8,908,1
1933,s35,1,incongruent,9,989,1
1934,s35,1,incongruent,10,852,1
1935,s35,1,incongruent,11,983,1
1936,s35,1,incongruent,12,912,1
1937,s35,2,congruent,1,622,1
1938,s35,2,congruent,2,694,1
1939,s35,2,congruent,3,631,1
1940,s35,2,congruent,4,499,1
1941,s35,2,congruent,5,723,1
1942,s35,2,congruent,6,763,1
1943,s35,2,congruent,7,654,1
1944,s35,2,congruent,8,809,1
1945,s35,2,congruent,9,1547,1
1946,s35,2,congruent,10,563,1
1947,s35,2,congruent,11,699,1
1948,s35,2,congruent,12,763,1
1949,s35,2,incongruent,1,1040,1
1950,s35,2,incongruent,2,799,1
1951,s35,2,incongruent,3,1196,1
1952,s35,2,incongruent,4,838,0
1953,s35,2,incongruent,5,1027,1
1954,s35,2,incongruent,6,822,1
1955,s35,2,incongruent,7,1484,1
1956,s35,2,incongruent,8,788,1
1957,s35,2,incongruent,9,1077,1
1958,s35,2,incongruent,10,686,1
1959,s35,2,incongruent,11,1086,1
1960,s35,2,incongruent,12,1372,1
1961,s36,0,congruent,1,1355,1
1962,s36,0,congruent,2,1555,1
1963,s36,0,congruent,3,1027,1
1964,s36,0,congruent,4,1578,0
1965,s36,0,incongruent,1,1742,1
1966,s36,0,incongruent,2,1279,0
1967,s36,0,incongruent,3,1681,1
1968,s36,0,incongruent,4,1036,1
1969,s36,1,congruent,1,788,1
1970,s36,1,congruent,2,1152,1
1971,s36,1,congruent,3,499,1
1972,s36,1,congruent,4,573,1
1973,s36,1,congruent,5,897,1
1974,s36,1,congruent,6,1083,1
1975,s36,1,congruent,7,679,1
1976,s36,1,congruent,8,1013,1
1977,s36,1,congruent,9,1148,1
1978,s36,1,congruent,10,646,1
1979,s36,1,congruent,11,850,0
1980,s36,1,congruent,12,756,0
1981,s36,1,incongruent,1,1039,1
1982,s36,1,incongruent,2,1210,1
1983,s36,1,incongruent,3,903,1
1984,s36,1,incongruent,4,1216,1
1985,s36,1,incongruent,5,2146,1
1986,s36,1,incongruent,6,1731,1
1987,s36,1,incongruent,7,1287,1
1988,s36,1,incongruent,8,905,1
1989,s36,1,incongruent,9,1059,1
1990,s36,1,incongruent,10,1181,1
1991,s36,1,incongruent,11,1601,1
1992,s36,1,incongruent,12,1044,1
1993,s36,2,congruent,1,843,1
1994,s36,2,congruent,2,750,1
1995,s36,2,congruent,3,606,1
1996,s36,2,congruent,4,999,1
1997,s36,2,congruent,5,865,1
1998,s36,2,congruent,6,814,1
1999,s36,2,congruent,7,1212,1
2000,s36,2,congruent,8,854,1
2001,s36,2,congruent,9,1083,1
2002,s36,2,congruent,10,875,1
2003,s36,2,congruent,11,828,0
2004,s36,2,congruent,12,838,1
2005,s36,2,incongruent,1,943,1
2006,s36,2,incongruent,2,1070,1
2007,s36,2,incongruent,3,1262,1
2008,s36,2,incongruent,4,1254,1
2009,s36,2,incongruent,5,1182,1
2010,s36,2,incongruent,6,1236,1
2011,s36,2,incongruent,7,761,1
2012,s36,2,incongruent,8,1439,1
2013,s36,2,incongruent,9,783,1
2014,s36,2,incongruent,10,1343,1
2015,s36,2,incongruent,11,1819,1
2016,s36,2,incongruent,12,1578,1
2017,s37,0,congruent,1,1115,0
2018,s37,0,congruent,2,935,1
2019,s37,0,congruent,3,641,1
2020,s37,0,congruent,4,1242,1
2021,s37,0,incongruent,1,1226,1
2022,s37,0,incongruent,2,1188,1
2023,s37,0,incongruent,3,1030,1
2024,s37,0,incongruent,4,746,1
2025,s37,1,congruent,1,188,1
2026,s37,1,congruent,2,585,1
2027,s37,1,congruent,3,662,1
2028,s37,1,congruent,4,1103,1
2029,s37,1,congruent,5,878,1
2030,s37,1,congruent,6,654,1
2031,s37,1,congruent,7,826,1
2032,s37,1,congruent,8,1304,1
2033,s37,1,congruent,9,745,1
2034,s37,1,congruent,10,552,1
2035,s37,1,congruent,11,1208,1
2036,s37,1,congruent,12,893,1
2037,s37,1,incongruent,1,751,1
2038,s37,1,incongruent,2,730,1
2039,s37,1,incongruent,3,898,1
2040,s37,1,incongruent,4,1175,1
2041,s37,1,incongruent,5,820,1
2042,s37,1,incongruent,6,756,1
2043,s37,1,incongruent,7,1176,1
2044,s37,1,incongruent,8,671,1
2045,s37,1,incongruent,9,1103,1
2046,s37,1,incongruent,10,557,1
2047,s37,1,incongruent,11,803,1
2048,s37,1,incongruent,12,702,1
2049,s37,2,congruent,1,1014,1
2050,s37,2,congruent,2,587,1
2051,s37,2,congruent,3,904,1
2052,s37,2,congruent,4,536,1
2053,s37,2,congruent,5,1311,1
2054,s37,2,congruent,6,935,1
2055,s37,2,congruent,7,938,1
2056,s37,2,congruent,8,822,1
2057,s37,2,congruent,9,917,1
2058,s37,2,congruent,10,1174,1
2059,s37,2,congruent,11,1161,1
2060,s37,2,congruent,12,804,1
2061,s37,2,incongruent,1,870,0
2062,s37,2,incongruent,2,684,1
2063,s37,2,incongruent,3,925,1
2064,s37,2,incongruent,4,877,1
2065,s37,2,incongruent,5,1041,1
2066,s37,2,incongruent,6,714,0
2067,s37,2,incongruent,7,685,1
2068,s37,2,incongruent,8,1069,1
2069,s37,2,incongruent,9,660,1
2070,s37,2,incongruent,10,1053,1
2071,s37,2,incongruent,11,669,1
2072,s37,2,incongruent,12,784,1
2073,s38,0,congruent,1,456,1
2074,s38,0,congruent,2,1395,1
2075,s38,0,congruent,3,559,1
2076,s38,0,congruent,4,703,0
2077,s38,0,incongruent,1,982,0
2078,s38,0,incongruent,2,705,1
2079,s38,0,incongruent,3,873,1
2080,s38,0,incongruent,4,581,0
2081,s38,1,congruent,1,390,1
2082,s38,1,congruent,2,601,1
2083,s38,1,congruent,3,432,1
2084,s38,1,congruent,4,823,1
2085,s38,1,congruent,5,706,0
2086,s38,1,congruent,6,612,1
2087,s38,1,congruent,7,456,0
2088,s38,1,congruent,8,606,0
2089,s38,1,congruent,9,466,1
2090,s38,1,congruent,10,522,1
2091,s38,1,congruent,11,545,1
2092,s38,1,congruent,12,358,1
2093,s38,1,incongruent,1,896,1
2094,s38,1,incongruent,2,851,1
2095,s38,1,incongruent,3,855,1
2096,s38,1,incongruent,4,689,1
2097,s38,1,incongruent,5,774,0
2098,s38,1,incongruent,6,909,0
2099,s38,1,incongruent,7,831,0
2100,s38,1,incongruent,8,568,0
2101,s38,1,incongruent,9,1040,0
2102,s38,1,incongruent,10,1157,1
2103,s38,1,incongruent,11,713,1
2104,s38,1,incongruent,12,904,0
2105,s38,2,congruent,1,427,1
2106,s38,2,congruent,2,555,1
2107,s38,2,congruent,3,483,0
2108,s38,2,congruent,4,503,0
2109,s38,2,congruent,5,520,0
2110,s38,2,congruent,6,567,1
2111,s38,2,congruent,7,576,0
2112,s38,2,congruent,8,430,1
2113,s38,2,congruent,9,448,0
2114,s38,2,congruent,10,468,1
2115,s38,2,congruent,11,493,0
2116,s38,2,congruent,12,582,1
2117,s38,2,incongruent,1,681,0
2118,s38,2,incongruent,2,487,0
2119,s38,2,incongruent,3,556,0
2120,s38,2,incongruent,4,632,1
2121,s38,2,incongruent,5,590,0
2122,s38,2,incongruent,6,615,1
2123,s38,2,incongruent,7,618,0
2124,s38,2,incongruent,8,161,1
2125,s38,2,incongruent,9,791,0
2126,s38,2,incongruent,10,693,1
2127,s38,2,incongruent,11,627,1
2128,s38,2,incongruent,12,654,1
2129,s39,0,congruent,1,1289,1
2130,s39,0,congruent,2,985,1
2131,s39,0,congruent,3,1772,1
2132,s39,0,congruent,4,1529,0
2133,s39,0,incongruent,1,1501,1
2134,s39,0,incongruent,2,1225,1
2135,s39,0,incongruent,3,757,1
2136,s39,0,incongruent,4,1456,1
2137,s39,1,congruent,1,718,1
2138,s39,1,congruent,2,913,0
2139,s39,1,congruent,3,773,1
2140,s39,1,congruent,4,1018,1
2141,s39,1,congruent,5,693,1
2142,s39,1,congruent,6,702,0
2143,s39,1,congruent,7,1170,1
2144,s39,1,congruent,8,568,1
2145,s39,1,congruent,9,647,1
2146,s39,1,congruent,10,568,0
2147,s39,1,congruent,11,825,1
2148,s39,1,congruent,12,704,1
2149,s39,1,incongruent,1,911,0
2150,s39,1,incongruent,2,522,1
2151,s39,1,incongruent,3,1069,1
2152,s39,1,incongruent,4,4447,1
2153,s39,1,incongruent,5,700,0
2154,s39,1,incongruent,6,793,1
2155,s39,1,incongruent,7,4272,0
2156,s39,1,incongruent,8,825,0
2157,s39,1,incongruent,9,698,1
2158,s39,1,incongruent,10,586,1
2159,s39,1,incongruent,11,946,1
2160,s39,1,incongruent,12,717,0
2161,s39,2,congruent,1,733,1
2162,s39,2,congruent,2,603,0
2163,s39,2,congruent,3,944,0
2164,s39,2,congruent,4,3784,1
2165,s39,2,congruent,5,1027,0
2166,s39,2,congruent,6,794,1
2167,s39,2,congruent,7,1278,1
2168,s39,2,congruent,8,711,1
2169,s39,2,congruent,9,620,1
2170,s39,2,congruent,10,598,1
2171,s39,2,congruent,11,732,0
2172,s39,2,congruent,12,1212,0
2173,s39,2,incongruent,1,984,0
2174,s39,2,incongruent,2,554,1
2175,s39,2,incongruent,3,716,1
2176,s39,2,incongruent,4,545,1
2177,s39,2,incongruent,5,643,1
2178,s39,2,incongruent,6,728,0
2179,s39,2,incongruent,7,403,1
2180,s39,2,incongruent,8,650,1
2181,s39,2,incongruent,9,696,1
2182,s39,2,incongruent,10,740,1
2183,s39,2,incongruent,11,826,1
2184,s39,2,incongruent,12,733,1
2185,s40,0,congruent,1,845,1
2186,s40,0,congruent,2,902,0
2187,s40,0,congruent,3,1351,1
2188,s40,0,congruent,4,844,1
2189,s40,0,incongruent,1,1034,1
2190,s40,0,incongruent,2,838,0
2191,s40,0,incongruent,3,923,1
2192,s40,0,incongruent,4,952,1
2193,s40,1,congruent,1,5699,0
2194,s40,1,congruent,2,738,1
2195,s40,1,congruent,3,703,0
2196,s40,1,congruent,4,665,1
2197,s40,1,congruent,5,531,1
2198,s40,1,congruent,6,835,1
2199,s40,1,congruent,7,577,0
2200,s40,1,congruent,8,636,1
2201,s40,1,congruent,9,747,0
2202,s40,1,congruent,10,1040,1
2203,s40,1,congruent,11,769,0
2204,s40,1,congruent,12,552,0
2205,s40,1,incongruent,1,655,1
2206,s40,1,incongruent,2,380,0
2207,s40,1,incongruent,3,480,1
2208,s40,1,incongruent,4,599,1
2209,s40,1,incongruent,5,639,1
2210,s40,1,incongruent,6,374,1
2211,s40,1,incongruent,7,601,1
2212,s40,1,incongruent,8,554,0
2213,s40,1,incongruent,9,504,1
2214,s40,1,incongruent,10,479,1
2215,s40,1,incongruent,11,492,0
2216,s40,1,incongruent,12,513,0
2217,s40,2,congruent,1,739,1
2218,s40,2,congruent,2,652,1
2219,s40,2,congruent,3,931,0
2220,s40,2,congruent,4,729,0
2221,s40,2,congruent,5,726,1
2222,s40,2,congruent,6,928,0
2223,s40,2,congruent,7,546,0
2224,s40,2,congruent,8,579,1
2225,s40,2,congruent,9,775,1
2226,s40,2,congruent,10,514,1
2227,s40,2,congruent,11,635,1
2228,s40,2,congruent,12,743,1
2229,s40,2,incongruent,1,661,1
2230,s40,2,incongruent,2,526,0
2231,s40,2,incongruent,3,413,1
2232,s40,2,incongruent,4,567,1
2233,s40,2,incongruent,5,501,0
2234,s40,2,incongruent,6,751,0
2235,s40,2,incongruent,7,584,1
2236,s40,2,incongruent,8,481,1
2237,s40,2,incongruent,9,920,1
2238,s40,2,incongruent,10,526,1
2239,s40,2,incongruent,11,450,1
2240,s40,2,incongruent,12,508,1
